,EIN,tax_pd,contributed_rev,earned_program_service_rev,total_rev,total_exp,gross_rev,Source,45_of_Gross_max_10m,45_of_Earned_max_10m,100_of_Earned_upto_45_Gross_max_10m,NAME,STATE,NAICS,NTEEFINAL
8360,251826746,201612,5994,1510,12716,22099,12716,2017-990ez,5722.2,679.5,1510.0,GROVE CITY AREA HISTORICAL SOCIETY,PA,712110.0,A54
8379,256058427,201612,30080,0,42004,30538,42004,2017-990ez,18901.8,0.0,0.0,PLEASANT HILLS ARBORETUM,PA,712130.0,C41
8440,260364875,201612,2675,0,2979,5381,3080,2017-990ez,1386.0,0.0,0.0,ENVISION PEACE MUSEUM,PA,712110.0,A50
8441,260370585,201612,75021,0,75021,3793,75021,2017-990ez,33759.450000000004,0.0,0.0,FOR NATCHEZ,MS,712120.0,A80
8449,260426651,201612,15557,0,15557,16204,15557,2017-990ez,7000.650000000001,0.0,0.0,CHICAGO AFRICAN AMERICAN FIREFIGHTERS MUSEUM,IL,712110.0,A50
8558,261317318,201612,0,0,0,0,0,2017-990ez,0.0,0.0,0.0,MACKINAC GENEALOGY NATIVE AND ETHNO HISTORY ASSOCIATION,MI,712120.0,A80
8571,261364309,201606,15,0,10009,7709,10877,2017-990ez,4894.650000000001,0.0,0.0,NYE GOLD SEEKERS,NV,712120.0,A80
8619,261631003,201612,0,0,0,0,0,2017-990ez,0.0,0.0,0.0,FIREFALLS MINISTRIES INC,AL,712110.0,A54
8622,261683836,201612,1034,0,23767,18124,23767,2017-990ez,10695.15,0.0,0.0,VALLEY OF THE CADDO MUSEUM AND CULTURAL CENTER INC,TX,712110.0,A50
8708,262242071,201609,0,0,0,0,0,2017-990ez,0.0,0.0,0.0,VIRTUAL ASTRONOMICAL OBSERVATORY LLC,DC,712110.0,A50
8711,262249959,201512,0,0,3625,313,3625,2017-990ez,1631.25,0.0,0.0,PIKE NATIONAL HISTORIC TRAIL ASSOCIATION,CO,712120.0,A80
8737,262420132,201512,20000,0,20000,27000,20000,2017-990ez,9000.0,0.0,0.0,NATIONAL BLACK GOLF HALL OF FAME INC,GA,712110.0,A50
8760,262528551,201512,278,0,2058,1210,2058,2017-990ez,926.1,0.0,0.0,NATIONAL SOCIETY OF THE CHILDREN OF THE AMERICAN REVOLUTION,NE,712120.0,A80
8764,262557752,201606,1600,0,1600,928,1600,2017-990ez,720.0,0.0,0.0,ARMED FORCES MUSEUM,MN,712110.0,A50
8778,262653674,201612,5428,0,10746,2775,17174,2017-990ez,7728.3,0.0,0.0,AMERICAN MULE MUSEUM AND INSTITUTE INC,CA,712110.0,A50
8866,263220166,201603,0,0,42236,3639,42236,2017-990ez,19006.2,0.0,0.0,GREAT LAKES ZOOLOGICAL SOCIETY,MI,712130.0,D50
8899,263400417,201609,16642,0,16642,5898,16642,2017-990ez,7488.900000000001,0.0,0.0,LAKE CANE RESTORATION SOCIETY INC,FL,712120.0,A82
9025,263994180,201609,0,0,0,0,0,2017-990ez,0.0,0.0,0.0,WHITE CITY HISTORICAL SOCIETY INC,FL,712120.0,A82
9052,264173713,201612,193,0,193,6568,193,2017-990ez,86.85000000000001,0.0,0.0,FROGTOWN FROGGY MUSEUM INC,OH,712110.0,A50
9074,264284897,201609,53427,6513,65366,52465,68162,2017-990ez,30672.9,2930.85,6513.0,FORT HOOD AREA DOLPHINS,TX,712120.0,A80
9076,264290964,201612,10827,0,10827,10366,10827,2017-990ez,4872.150000000001,0.0,0.0,MHS HALL OF FAME INC,FL,712110.0,A50
9080,264319532,201612,2075,0,2734,2289,4122,2017-990ez,1854.9,0.0,0.0,FRIENDS OF HISTORIC CAMDEN INC,DE,712120.0,A80
9382,270908914,201612,0,0,0,0,0,2017-990ez,0.0,0.0,0.0,BRIUTTS,SC,712110.0,A50
9412,270984413,201512,13288,0,13288,9482,13288,2017-990ez,5979.6,0.0,0.0,HEART GALLERY OF SACRAMENTO INC,CA,712110.0,A51
9494,271328897,201606,0,0,0,0,0,2017-990ez,0.0,0.0,0.0,HARVARD CLUB OF NEW YORK HISTORICAL FOUNDATION,NY,712120.0,A82
9619,272004962,201612,21965,0,21965,20102,21965,2017-990ez,9884.25,0.0,0.0,NACHLAS AVOS,NY,712120.0,A80
9706,272404242,201612,50547,5033,70556,13183,70556,2017-990ez,31750.2,2264.85,5033.0,BELLEVILLE HISTORICAL SOCIETY,IL,712120.0,A82
9710,272415970,201512,16344,100760,117477,78352,117746,2017-990ez,52985.700000000004,45342.0,52985.700000000004,MINI WORLD OF TRAINS,SC,712110.0,A50
9737,272536781,201612,0,0,0,4500,0,2017-990ez,0.0,0.0,0.0,COMMITTEE FOR CHARLOTTE 2012,DC,712120.0,A84
9801,272912967,201606,3905,0,5822,8233,5822,2017-990ez,2619.9,0.0,0.0,NEHI ATHLETIC HALL OF FAME,FL,712110.0,A50
9880,273255378,201612,0,0,0,0,0,2017-990ez,0.0,0.0,0.0,MOUNTAIN HERITAGE HISTORICAL SOCIETY,MD,712120.0,A82
10042,274085974,201612,0,6005,6596,11865,6596,2017-990ez,2968.2000000000003,2702.25,2968.2000000000003,TWENTY LAKES ANTIQUE ENGINE AND TRACTOR ASSOCIATION INC,MI,712120.0,A82
10139,274734532,201512,5060,0,5060,1600,5060,2017-990ez,2277.0,0.0,0.0,WISECUP FARM MUSEUM CORPORATION,IA,712110.0,A50
10185,275449625,201612,69057,45154,125910,116884,129576,2017-990ez,58309.200000000004,20319.3,45154.0,KNOW YOUR CITY,OR,712120.0,A80
10225,300116171,201512,3260,0,3260,3476,3260,2017-990ez,1467.0,0.0,0.0,APPALACHIAN FOOTHILLS FIRE HISTORICAL SOCIETY INC,KY,712120.0,A82
10300,300375813,201612,954,282,2116,2558,2116,2017-990ez,952.2,126.9,282.0,WESTMINSTER AREA HISTORIC PRESERVATION SOCIETY,SC,712120.0,A82
10317,300451126,201612,130550,0,128841,6888,135860,2017-990ez,61137.0,0.0,0.0,CREEDE MINING HERITAGE INC,CO,712120.0,A80
10332,300501160,201512,0,0,1519,1090,1519,2017-990ez,683.5500000000001,0.0,0.0,NATIONAL SOCIETY COLONIAL DAMES XVII CENTURY,TN,712120.0,A82
10381,300656600,201610,911,512,2320,2209,2320,2017-990ez,1044.0,230.4,512.0,PALATKA RAILROAD PRESERVATION SOCIETY INCORPORATED,FL,712110.0,A54
10475,310951583,201612,1063,0,2162,1973,2162,2017-990ez,972.9,0.0,0.0,BROWN COUNTY HISTORICAL SOCIETY INC,OH,712120.0,A82
10493,311027590,201606,6050,5632,11710,6090,11710,2017-990ez,5269.5,2534.4,5269.5,HISTORICAL CONFEDERATION OF KENTUCKY INC,KY,712120.0,A80
10509,311104827,201612,56344,0,56344,69544,56344,2017-990ez,25354.8,0.0,0.0,MORRISTOWN HISTORIC PRESERVATION ASSOCIATION,OH,712120.0,A82
10548,311319154,201612,0,0,33,1370,33,2017-990ez,14.85,0.0,0.0,CHILLICOTHES BICENTENNIAL COMMISSION INC,OH,712120.0,A84
10574,311480824,201612,148220,0,152481,162226,152657,2017-990ez,68695.65000000001,0.0,0.0,WILSON CZECH OPERA HOUSE CORPORATION,KS,712110.0,A53
10577,311495510,201612,83261,0,91921,100671,91921,2017-990ez,41364.450000000004,0.0,0.0,HENDERSON WORLD WAR II MEMORIAL FOUNDATION INC,KY,712120.0,A80
10600,311546010,201612,0,0,2,2293,2,2017-990ez,0.9,0.0,0.0,HANCOCK COUNTY MEMORIAL FOUNDATION INC,OH,712120.0,A80
10607,311566799,201612,679,0,1179,1213,1179,2017-990ez,530.5500000000001,0.0,0.0,THE WRIGHT SEAPLANE BASE INC,OH,712120.0,A80
10629,311642772,201612,56305,418,71571,72454,80495,2017-990ez,36222.75,188.1,418.0,IBERVILLE MUSEUM ASSOCIATION INC,LA,712110.0,A50
10630,311651581,201612,112,0,2680,1876,2805,2017-990ez,1262.25,0.0,0.0,WHITEHALL HISTORICAL SOCIETY,OH,712120.0,A82
10664,311741742,201612,5830,0,7183,4340,9050,2017-990ez,4072.5,0.0,0.0,LEWIS PLACE HISTORICAL PRESERVATION,MO,712120.0,A82
10687,311795768,201612,4325,4058,52598,6977,58618,2017-990ez,26378.100000000002,1826.1000000000001,4058.0,TREDYFFRIN HISTORIC PRESERVATION TRUST,PA,712120.0,A82
10700,316038900,201512,23673,0,43356,40824,48770,2017-990ez,21946.5,0.0,0.0,GREENE COUNTY OHIO HISTORICAL SOCIETY,OH,712120.0,A82
10796,320351550,201512,1765,0,1765,2600,1765,2017-990ez,794.25,0.0,0.0,STEAMBOAT CITY ASSOCIATION INC,LA,712110.0,A54
10806,320383212,201612,86818,0,96965,185270,118901,2017-990ez,53505.450000000004,0.0,0.0,LINCOLN SOCIETY OF DAYTON INC,OH,712120.0,A80
10846,330012231,201512,4315,0,10187,11803,10794,2017-990ez,4857.3,0.0,0.0,THE ETIWANDA HISTORICAL SOCIETY,CA,712120.0,A82
10988,331051196,201612,530,0,530,830,530,2017-990ez,238.5,0.0,0.0,GEIGERTOWN CENTRAL RAILROAD MUSEUM INC,PA,712110.0,A50
11001,331114928,201606,500,0,500,3573,500,2017-990ez,225.0,0.0,0.0,DIAMOND POINT FOUNDATION INC,KY,712120.0,A80
11057,341456251,201609,0,26991,39052,38208,39052,2017-990ez,17573.4,12145.95,17573.4,DARKE COUNTY STEAM THRESHERS ASSOCIATION INC,OH,712110.0,A54
11080,341673304,201512,0,0,610,220,710,2017-990ez,319.5,0.0,0.0,BRATENAHL HISTORICAL SOCIETY,OH,712120.0,A82
11081,341685070,201612,0,2735,6674,7064,6674,2017-990ez,3003.3,1230.75,2735.0,MAHONING VALLEY RAILROAD HERITAGE ASSOCIATION INC,OH,712110.0,A54
11101,341911811,201612,6701,0,6701,7187,6701,2017-990ez,3015.4500000000003,0.0,0.0,CLEVELAND AQUARIUM INC,OH,712130.0,D50
11130,346530762,201512,14401,0,18731,12967,18731,2017-990ez,8428.95,0.0,0.0,ALLIANCE HISTORICAL SOCIETY,OH,712120.0,A82
11228,351967197,201512,7185,0,12752,12933,12752,2017-990ez,5738.400000000001,0.0,0.0,JANE ROSS REEVES OCTAGON HOUSE FOUNDATION LTD,IN,712110.0,A50
11247,352072620,201610,5676,0,10029,14451,11753,2017-990ez,5288.85,0.0,0.0,PIKE COUNTY HISTORICAL SOCIETY INC,IN,712120.0,A82
11287,352257615,201612,0,0,609,15036,21908,2017-990ez,9858.6,0.0,0.0,A TIME IN HISTORY INCORPORATED,NV,712120.0,A84
11318,352357758,201612,0,25,810,494,810,2017-990ez,364.5,11.25,25.0,THE COMPANY OF LIVING HISTORIANS,SC,712120.0,A80
11442,363189624,201612,0,0,420,10,420,2017-990ez,189.0,0.0,0.0,PRESERVATION LEAGUE OF EVANSTON,IL,712120.0,A80
11443,363192566,201606,16120,75432,99176,101995,99318,2017-990ez,44693.1,33944.4,44693.1,ASSOC TO RESTORE CITY HALL INC,IL,712120.0,A82
11456,363297749,201612,18771,0,19531,3085,19531,2017-990ez,8788.95,0.0,0.0,NEW PRAGUE HISTORICAL SOCIETY,MN,712120.0,A82
11550,364173126,201706,2186,0,11682,18252,19904,2017-990ez,8956.800000000001,0.0,0.0,MASCOUTAH HISTORICAL SOCIETY INC,IL,712120.0,A82
11575,364336585,201612,392,0,2059,2305,2059,2017-990ez,926.5500000000001,0.0,0.0,BRITISH INTEREST GROUP OF WISCONSIN AND ILLINOIS,IL,712120.0,A80
11579,364380888,201612,2676,0,7312,4452,14872,2017-990ez,6692.400000000001,0.0,0.0,ILLINOIS QUAD CITIES LAW ENFORCEMENT MEMORIAL INC,IL,712120.0,A80
11724,370777431,201612,0,0,-2791,0,5708,2017-990ez,2568.6,0.0,0.0,K M B B MEMORIAL PARK ASSOCIATION,IL,712120.0,A80
11731,371049048,201612,547,0,8278,11145,8278,2017-990ez,3725.1,0.0,0.0,HOMER HISTORICAL SOCIETY,IL,712120.0,A82
11815,371566641,201606,9236,0,11562,7532,11562,2017-990ez,5202.900000000001,0.0,0.0,ROCKS VILLAGE MEMORIAL ASSOCIATION,MA,712120.0,A80
11927,382192499,201612,590,11744,40014,12715,57995,2017-990ez,26097.75,5284.8,11744.0,ST CLAIR COUNTY FARM MUSEUM C/O W ROBERT DUNDAS,MI,712110.0,A50
11962,382557816,201612,0,0,25,1036,25,2017-990ez,11.25,0.0,0.0,OUR SAVIOURS HISTORICAL SOCIETY INC,MI,712120.0,A82
11984,382824714,201612,33715,0,48287,42059,64137,2017-990ez,28861.65,0.0,0.0,GULLIVER HISTORICAL SOCIETY INC,MI,712120.0,A82
12009,383041652,201512,0,0,164,2151,191,2017-990ez,85.95,0.0,0.0,LATHRUP VILLAGE HISTORICAL SOCIETY INC,MI,712120.0,A82
12040,383272322,201612,2673,300,8845,5358,15762,2017-990ez,7092.900000000001,135.0,300.0,VALLEY AERO CLUB INC,MI,712110.0,A54
12045,383315065,201612,24786,0,24790,18134,24790,2017-990ez,11155.5,0.0,0.0,ORION WAR MEMORIAL INC,MI,712120.0,A80
12079,383506581,201612,22012,0,22691,5763,22691,2017-990ez,10210.95,0.0,0.0,SUNFIELD HISTORICAL SOCIETY,MI,712120.0,A82
12134,383811092,201512,14273,0,14273,11684,14273,2017-990ez,6422.85,0.0,0.0,MAINE MUSEUM OF PHOTOGRAPHIC ARTS MMPA,ME,712110.0,A50
12251,391445102,201610,13366,0,71574,59708,131282,2017-990ez,59076.9,0.0,0.0,OCONOMOWOC FESTIVAL OF THE ARTS LTD,WI,712110.0,A51
12282,391765204,201512,605,0,2628,3130,2628,2017-990ez,1182.6000000000001,0.0,0.0,CONCORD HISTORICAL SOCIETY INC,WI,712120.0,A82
12316,391967742,201612,0,0,1321,650,2290,2017-990ez,1030.5,0.0,0.0,FOND DU LAC SOCIETY OF MODEL RAILROAD HOBBYISTS INC,WI,712110.0,A54
12350,396076413,201612,110496,536,113387,20991,114689,2017-990ez,51610.05,241.20000000000002,536.0,GRANT COUNTY HISTORICAL SOCIETY GRANT CO WISCONSIN,WI,712120.0,A82
12390,411443581,201612,23614,0,35161,32164,35555,2017-990ez,15999.75,0.0,0.0,WAYZATA HISTORICAL SOCIETY,MN,712120.0,A82
12418,411685115,201707,30585,0,30677,39082,32768,2017-990ez,14745.6,0.0,0.0,CORN CAPITAL DAYS INC,MN,712120.0,A84
12419,411690394,201612,100,0,235,95,235,2017-990ez,105.75,0.0,0.0,LESUEUR COUNTY HISTORICAL SOCIETY MUSEUM CHAPTER 1,MN,712110.0,A50
12425,411730620,201612,4187,18828,23015,22437,23015,2017-990ez,10356.75,8472.6,10356.75,NEW LONDON TO NEW BRIGHTON ANTIQUE CAR RUN INC,MN,712120.0,A82
12453,411941751,201612,6014,0,15240,14991,15372,2017-990ez,6917.400000000001,0.0,0.0,PINE ISLAND AREA HISTORIAL SOCIETY,MN,712120.0,A80
12507,412248565,201612,25061,0,25066,3287,25066,2017-990ez,11279.7,0.0,0.0,FRIENDS OF HERMIONE-LA FAYETTE IN AMERICA INC,NY,712110.0,A54
12552,421144671,201612,81274,0,88970,22653,88970,2017-990ez,40036.5,0.0,0.0,KELLOGG HISTORICAL SOCIETY INC,IA,712120.0,A82
12580,421371779,201612,518,2581,9119,7161,9119,2017-990ez,4103.55,1161.45,2581.0,PRESERVATION IOWA,IA,712120.0,A82
12596,421497069,201512,0,8138,8138,5343,8138,2017-990ez,3662.1,3662.1,3662.1,ANAMOSA STATE PENITENTIARY ASSN,IA,712110.0,A54
12677,431073136,201512,4185,0,7557,29883,7557,2017-990ez,3400.65,0.0,0.0,ST STANISLAUS HISTORICAL MUSEUM SOCIETY INC,MO,712110.0,A54
12705,431311185,201612,287,0,2400,3246,2400,2017-990ez,1080.0,0.0,0.0,TEXAS COUNTY MISSOURI GENEALOGICAL SOCIETY,MO,712120.0,A80
12723,431485900,201612,3728,0,3728,478,3728,2017-990ez,1677.6000000000001,0.0,0.0,CHADWICK HISTORICAL AREA DEVELOPERS INC,MO,712120.0,A80
12743,431603733,201612,78550,31818,136340,91971,136340,2017-990ez,61353.0,14318.1,31818.0,DIASPORA CONNECTIONS UNLIMITED,MO,712110.0,A50
12748,431630012,201612,0,47162,47162,45597,47162,2017-990ez,21222.9,21222.9,21222.9,ST LOUIS STAMP EXPO,MO,712120.0,A82
12749,431640372,201612,9645,22708,39382,39983,39382,2017-990ez,17721.9,10218.6,17721.9,WATER GARDEN SOCIETY OF GREATER KANSAS CITY,MO,712130.0,C41
12770,431781220,201512,100,0,100,1622,100,2017-990ez,45.0,0.0,0.0,HALE LIBRARY & MUSEUM,MO,712110.0,A50
12778,431811162,201612,69265,0,70029,56033,70029,2017-990ez,31513.05,0.0,0.0,FIRE FIGHTERS MEMORIAL FOUNDATION OF MISSOURI,MO,712120.0,A80
12833,432115314,201612,4085,5251,9342,41072,9342,2017-990ez,4203.900000000001,2362.9500000000003,4203.900000000001,BREWSTER MEETING HOUSE PRESERVATION PROJECT INC,MA,712120.0,A80
12852,450341556,201706,7731,15612,32203,37644,34097,2017-990ez,15343.65,7025.400000000001,15343.65,NORTH DAKOTA ART GALLERY ASSOCIATION,ND,712110.0,A51
12863,450406276,201612,2463,0,786,0,9330,2017-990ez,4198.5,0.0,0.0,MADDOCK COMMUNITY HISTORICAL SOCIETY,ND,712120.0,A82
12915,451031046,201612,7506,0,9965,6080,13458,2017-990ez,6056.1,0.0,0.0,LOVELL-KANE AREA MUSEUM,WY,712110.0,A50
12942,451521463,201612,1037,858,11034,12971,17457,2017-990ez,7855.650000000001,386.1,858.0,GIRARD BICENTENNIAL AND HISTORICAL SOCIETY,OH,712120.0,A82
13118,452729928,201612,0,0,0,0,0,2017-990ez,0.0,0.0,0.0,GOLDEN ERA OF THE FRENCH QUARTER FOUNDATION,LA,712120.0,A80
13174,452930044,201612,84866,0,84866,106040,84866,2017-990ez,38189.700000000004,0.0,0.0,WISCONSIN SCIENCE MUSEUM,WI,712110.0,A50
13277,453415669,201612,100000,0,100320,14150,100320,2017-990ez,45144.0,0.0,0.0,BLACKSMITH GUILD OF WESTERN MARYLAND INC,MD,712120.0,A80
13394,453935457,201612,0,0,0,15686,0,2017-990ez,0.0,0.0,0.0,NAISMITH LEGACY GIVING INC,NC,712110.0,A50
13594,454880710,201512,4450,0,16950,16950,16950,2017-990ez,7627.5,0.0,0.0,SYMBOLS OF TRIBAL SPIRITS,NY,712110.0,A50
13629,455054881,201612,30750,0,30750,19811,30750,2017-990ez,13837.5,0.0,0.0,MUSEUM OF TELEVISION,AZ,712110.0,A50
13767,455503888,201609,40580,0,40580,100539,40580,2017-990ez,18261.0,0.0,0.0,FRIENDS OF NORTH CORNWALL MEETING HOUSE INC,CT,712120.0,A80
13781,455534870,201612,10375,0,13079,2513,13251,2017-990ez,5962.95,0.0,0.0,SPIRIT OF CORCORAN MUSEUM,CA,712110.0,A50
13792,455578883,201706,138806,0,138806,3089,138806,2017-990ez,62462.700000000004,0.0,0.0,AVERASBORO TOWN RESTORATION ASSOCIATION INC,NC,712120.0,A82
13882,460626636,201612,7520,0,7520,6118,7520,2017-990ez,3384.0,0.0,0.0,ELIZABETHTOWN HIGH SCHOOL ATHLETIC HALL OF FAME INC,KY,712110.0,A50
13935,460785488,201612,104858,0,104858,104533,104858,2017-990ez,47186.1,0.0,0.0,KORA SHRINE CENTER FOUNDATION,ME,712120.0,A82
13982,460952648,201612,71036,0,71036,26652,71036,2017-990ez,31966.2,0.0,0.0,TANFORAN ASSEMBLY CENTER MEMORIAL COMMITTEE,CA,712120.0,A80
14019,461059783,201612,0,0,-547,0,1028,2017-990ez,462.6,0.0,0.0,CATHY WILLIAMS BUFFALO REGIMENT INC,NV,712120.0,A80
14071,461205230,201612,27553,0,27553,26173,27553,2017-990ez,12398.85,0.0,0.0,CUBAN AMERICAN PHOTOTHEQUE FOUNDATION IN,FL,712110.0,A51
14106,461355698,201612,19530,0,21575,5533,21575,2017-990ez,9708.75,0.0,0.0,SAINT VRAIN MILL PRESERVATION AND HISTORICAL FOUNDATION,NM,712120.0,A82
14119,461404955,201612,9500,0,9500,9221,9500,2017-990ez,4275.0,0.0,0.0,NAHUM HERITAGE FOUNDATION,MD,712120.0,A82
14253,461919459,201612,0,0,0,0,0,2017-990ez,0.0,0.0,0.0,CITY OF PEACE FOUNDATION,NJ,712120.0,A82
14379,462370441,201612,13567,0,14267,1902,14367,2017-990ez,6465.150000000001,0.0,0.0,NEW JERSEY GOLD STAR FAMILY MONUMENT FOUNDATION INC,NJ,712120.0,A80
14389,462425959,201406,333,0,373,637,373,2017-990ez,167.85,0.0,0.0,GREENWICH AREA HISTORICAL SOCIETY,OH,712120.0,A82
14400,462459658,201608,12928,0,155877,164996,155877,2017-990ez,70144.65000000001,0.0,0.0,BRIDGEPORT DOLPHINS AQUATIC CLUB INC,CT,712130.0,D50
14472,462740806,201612,33346,0,33366,65655,33366,2017-990ez,15014.7,0.0,0.0,HISTORICAL SOCIETY OF SANTA ROSA,CA,712120.0,A82
14507,462827085,201612,45732,0,45771,40854,45771,2017-990ez,20596.95,0.0,0.0,GRAEAGLE INDEPENDENCE DAY,CA,712120.0,A84
14511,462841155,201612,39750,25930,65680,31097,65680,2017-990ez,29556.0,11668.5,25930.0,FRIENDS OF CLARK HISTORIC FARM INC,UT,712120.0,A80
14579,463056622,201612,69980,0,70830,61753,70830,2017-990ez,31873.5,0.0,0.0,BELFAST CREATIVE COALITION,ME,712110.0,A52
14583,463088949,201612,0,2594,-1973,19982,13060,2017-990ez,5877.0,1167.3,2594.0,FLORIDA MARINE AQUARIUM SOCIETY INC,FL,712130.0,D50
14594,463108019,201612,14622,0,14625,34498,14625,2017-990ez,6581.25,0.0,0.0,WESTERN HERITAGE FOUNDATION,CA,712120.0,A82
14614,463174087,201612,1545,0,1545,2267,1545,2017-990ez,695.25,0.0,0.0,MEMPHIS COTTON MAKERS JUBILEE MUSEUM,TN,712110.0,A50
14676,463404772,201612,2554,0,3557,1644,3557,2017-990ez,1600.65,0.0,0.0,IMMACULATE HEART OF MARY CIRCLE 1440,NH,712120.0,A80
14758,463630477,201612,29049,0,29049,0,29049,2017-990ez,13072.050000000001,0.0,0.0,FRIENDS OF THE ARIZONA HISTORICAL SOCIETY INC,AZ,712120.0,A82
14780,463697476,201606,75,5250,5705,2809,5705,2017-990ez,2567.25,2362.5,2567.25,KINGSTON HISTORICAL SOCIETY,PA,712120.0,A82
14871,463974363,201612,2000,0,2000,990,2000,2017-990ez,900.0,0.0,0.0,ST TAMMANY ARBORETUM AND GREEN ROOTS FOUNDATION,LA,712130.0,C41
15174,465014852,201612,30338,0,20343,29446,83838,2017-990ez,37727.1,0.0,0.0,BOHOL RESTORATION GROUP INC,VA,712120.0,A80
15210,465145832,201612,13325,0,27364,18773,27364,2017-990ez,12313.800000000001,0.0,0.0,SOUTHERN VINTAGE FIRE APPARATUS ASSOCIATION,AL,712110.0,A54
15441,470958321,201612,790,0,790,0,790,2017-990ez,355.5,0.0,0.0,ARTS & MEMORIES MUSEUM,KS,712110.0,A50
15463,471043171,201612,1050,7914,8964,8467,8964,2017-990ez,4033.8,3561.3,4033.8,MT LAGUNA COMMUNITY GARDENS & CHARITIES INC,CA,712130.0,C41
15557,471303233,201606,112362,0,112362,115318,112362,2017-990ez,50562.9,0.0,0.0,SMITHTOWN 350 FOUNDATION INC,NY,712120.0,A80
15574,471358340,201512,0,0,78819,78400,78819,2017-990ez,35468.55,0.0,0.0,MANARC BORNE THE BATTLE,VA,712120.0,A80
15641,471552120,201512,28243,0,28834,4588,28997,2017-990ez,13048.65,0.0,0.0,MOTHER JONES HERITAGE PROJECT,IL,712120.0,A80
15776,471895203,201612,2090,0,2582,0,3527,2017-990ez,1587.15,0.0,0.0,ELDRED ROCK LIGHTHOUSE PRESERVATION ASSOCIATION,AK,712120.0,A82
15789,471921278,201508,0,0,16382,5296,25602,2017-990ez,11520.9,0.0,0.0,KRIO DESCENDANTS UNITED OF CALIFORNIA,CA,712120.0,A80
15832,472042590,201612,11242,0,11873,5915,17266,2017-990ez,7769.7,0.0,0.0,FLY FISHING MUSEUM OF THE SOUTHERN APPALACHAINS INC,NC,712110.0,A50
15885,472180971,201612,2332,0,2834,6171,2834,2017-990ez,1275.3,0.0,0.0,FRIENDS OF THE SEDALIA TRUST,MO,712120.0,A80
16103,472790725,201612,0,0,390,0,390,2017-990ez,175.5,0.0,0.0,MT VERNON RTE 66 HISTORICAL SOCIETY,CA,712120.0,A82
16437,473877293,201612,10817,0,10817,21122,10817,2017-990ez,4867.650000000001,0.0,0.0,108 SOUTH ARIZONA,MT,712110.0,A50
16491,474040538,201612,46805,0,46805,32011,46805,2017-990ez,21062.25,0.0,0.0,DRINKWATER & SCHRIVER MILL INC,KS,712120.0,A80
16540,474173938,201612,19850,0,33059,29771,33608,2017-990ez,15123.6,0.0,0.0,NEW YEARS NEEDHAM INC,MA,712120.0,A84
16729,474671828,201605,6434,0,6434,157,6434,2017-990ez,2895.3,0.0,0.0,KAPLAN HIGH SCHOOL ATHLETIC HALL OF FAME,LA,712110.0,A50
16913,475172442,201612,126118,0,126857,33615,127487,2017-990ez,57369.15,0.0,0.0,FRIENDS OF@FORT WARD,WA,712120.0,A80
16968,475331812,201612,0,0,830,12748,3752,2017-990ez,1688.4,0.0,0.0,WOLF CLAN GALLERY AND BOUTIQUE COMPANY,OK,712110.0,A50
17047,475500948,201612,4000,109944,113944,103841,113944,2017-990ez,51274.8,49474.8,51274.8,HALL OF FAME SPORTS ASSOCIATION,CA,712110.0,A50
17165,480894350,201609,34842,1755,45896,47542,45896,2017-990ez,20653.2,789.75,1755.0,STAFFORD COUNTY HISTORICAL & GENEOLOGICAL SOCIETY INC,KS,712120.0,A80
17166,480905225,201612,15150,19904,39690,35806,39690,2017-990ez,17860.5,8956.800000000001,17860.5,KANSAS PRESERVATION ALLIANCE INC,KS,712120.0,A82
17230,510147469,201612,99967,1374,106466,14506,106727,2017-990ez,48027.15,618.3000000000001,1374.0,PAWNEE CITY HISTORICAL SOCIETY & MUSEUM INC,NE,712110.0,A50
17247,510171701,201703,6127,0,7141,6626,7141,2017-990ez,3213.4500000000003,0.0,0.0,OLATHE HISTORICAL SOCIETY,KS,712120.0,A82
17333,510428659,201612,175,0,175,227,175,2017-990ez,78.75,0.0,0.0,PARKWAY VILLAGE HISTORICAL SOCIETY,NY,712120.0,A82
17468,521321056,201512,0,0,575,0,575,2017-990ez,258.75,0.0,0.0,PENINSULA MUSEUMS FORUM INC,VA,712110.0,A50
17482,521379826,201612,33240,0,47714,55043,47714,2017-990ez,21471.3,0.0,0.0,ASSOCIATION OF ZOOLOGICAL HORTICULTURE,PA,712130.0,C40
17497,521489387,201612,0,0,1984,2401,1984,2017-990ez,892.8000000000001,0.0,0.0,COL JOHN EAGER HOWARD CHAPTER MDSSAR,MD,712120.0,A80
17533,521688056,201706,120215,14132,135383,107695,135383,2017-990ez,60922.35,6359.400000000001,14132.0,SOMERSET COUNTY ARTS COUNCIL INC,MD,712120.0,A80
17628,522208172,201612,5117,0,32487,39795,46065,2017-990ez,20729.25,0.0,0.0,SPECTRUM ART GALLERY,CA,712110.0,A51
17658,522442424,201609,2294,0,2436,0,2436,2017-990ez,1096.2,0.0,0.0,HANCEVILLE HISTORICAL PRESERVATION GROUP,AL,712120.0,A82
17712,541192483,201112,360,0,-2863,15252,18047,2017-990ez,8121.150000000001,0.0,0.0,APT WASHINGTON CHAPTER INCORPORATED,DC,712120.0,A80
17798,541936224,201612,11804,0,24000,6620,26415,2017-990ez,11886.75,0.0,0.0,MICHAUX-ST JAMES FOUNDATION INC,VA,712120.0,A80
17857,546076251,201612,1175,0,1340,5307,1611,2017-990ez,724.95,0.0,0.0,ISLE OF WIGHT COUNTY HISTORICAL SOCIETY,VA,712120.0,A82
