,100_of_Earned_upto_45_Gross_max_10m,45_of_Earned_max_10m,45_of_Gross_max_10m,EIN,Number of employees,Source,contributed_rev,earned_program_service_rev,gross_rev,tax_pd,total_exp,total_rev,NAME,STATE,NAICS,NTEEFINAL
8117,0.0,0.0,7372.35,237376392,0,2017-990ez,4298,0,16383,201612,8801,12054,COMMUNITY FOURTH OF JULY COMMITTEE,NJ,712120.0,A84
8121,0.0,0.0,14252.85,237378930,0,2017-990ez,25804,0,31673,201512,37629,30158,UNION HISTORICAL SOCIETY,ME,712120.0,A82
8179,6325.2,3474.4500000000003,6325.2,237443012,0,2017-990ez,2188,7721,14056,201605,6823,8568,DARIEN HISTORICAL SOCIETY,IL,712120.0,A82
8208,0.0,0.0,16147.800000000001,237525744,0,2017-990ez,533,0,35884,201612,53397,35884,SONS OF NORWAY,MT,712120.0,A80
8282,0.0,0.0,1352.7,237702513,0,2017-990ez,0,0,3006,201511,2790,3006,HISTORIC MOUNT PLEASANT INC,DC,712120.0,A80
8360,1510.0,679.5,5722.2,251826746,0,2017-990ez,5994,1510,12716,201612,22099,12716,GROVE CITY AREA HISTORICAL SOCIETY,PA,712110.0,A54
8379,0.0,0.0,18901.8,256058427,0,2017-990ez,30080,0,42004,201612,30538,42004,PLEASANT HILLS ARBORETUM,PA,712130.0,C41
8440,0.0,0.0,1386.0,260364875,0,2017-990ez,2675,0,3080,201612,5381,2979,ENVISION PEACE MUSEUM,PA,712110.0,A50
8441,0.0,0.0,33759.450000000004,260370585,0,2017-990ez,75021,0,75021,201612,3793,75021,FOR NATCHEZ,MS,712120.0,A80
8449,0.0,0.0,7000.650000000001,260426651,0,2017-990ez,15557,0,15557,201612,16204,15557,CHICAGO AFRICAN AMERICAN FIREFIGHTERS MUSEUM,IL,712110.0,A50
8558,0.0,0.0,0.0,261317318,0,2017-990ez,0,0,0,201612,0,0,MACKINAC GENEALOGY NATIVE AND ETHNO HISTORY ASSOCIATION,MI,712120.0,A80
8571,0.0,0.0,4894.650000000001,261364309,0,2017-990ez,15,0,10877,201606,7709,10009,NYE GOLD SEEKERS,NV,712120.0,A80
8619,0.0,0.0,0.0,261631003,0,2017-990ez,0,0,0,201612,0,0,FIREFALLS MINISTRIES INC,AL,712110.0,A54
8622,0.0,0.0,10695.15,261683836,0,2017-990ez,1034,0,23767,201612,18124,23767,VALLEY OF THE CADDO MUSEUM AND CULTURAL CENTER INC,TX,712110.0,A50
8708,0.0,0.0,0.0,262242071,0,2017-990ez,0,0,0,201609,0,0,VIRTUAL ASTRONOMICAL OBSERVATORY LLC,DC,712110.0,A50
8711,0.0,0.0,1631.25,262249959,0,2017-990ez,0,0,3625,201512,313,3625,PIKE NATIONAL HISTORIC TRAIL ASSOCIATION,CO,712120.0,A80
8737,0.0,0.0,9000.0,262420132,0,2017-990ez,20000,0,20000,201512,27000,20000,NATIONAL BLACK GOLF HALL OF FAME INC,GA,712110.0,A50
8760,0.0,0.0,926.1,262528551,0,2017-990ez,278,0,2058,201512,1210,2058,NATIONAL SOCIETY OF THE CHILDREN OF THE AMERICAN REVOLUTION,NE,712120.0,A80
8764,0.0,0.0,720.0,262557752,0,2017-990ez,1600,0,1600,201606,928,1600,ARMED FORCES MUSEUM,MN,712110.0,A50
8778,0.0,0.0,7728.3,262653674,0,2017-990ez,5428,0,17174,201612,2775,10746,AMERICAN MULE MUSEUM AND INSTITUTE INC,CA,712110.0,A50
8866,0.0,0.0,19006.2,263220166,0,2017-990ez,0,0,42236,201603,3639,42236,GREAT LAKES ZOOLOGICAL SOCIETY,MI,712130.0,D50
8899,0.0,0.0,7488.900000000001,263400417,0,2017-990ez,16642,0,16642,201609,5898,16642,LAKE CANE RESTORATION SOCIETY INC,FL,712120.0,A82
9025,0.0,0.0,0.0,263994180,0,2017-990ez,0,0,0,201609,0,0,WHITE CITY HISTORICAL SOCIETY INC,FL,712120.0,A82
9052,0.0,0.0,86.85000000000001,264173713,0,2017-990ez,193,0,193,201612,6568,193,FROGTOWN FROGGY MUSEUM INC,OH,712110.0,A50
9074,6513.0,2930.85,30672.9,264284897,0,2017-990ez,53427,6513,68162,201609,52465,65366,FORT HOOD AREA DOLPHINS,TX,712120.0,A80
9076,0.0,0.0,4872.150000000001,264290964,0,2017-990ez,10827,0,10827,201612,10366,10827,MHS HALL OF FAME INC,FL,712110.0,A50
9080,0.0,0.0,1854.9,264319532,0,2017-990ez,2075,0,4122,201612,2289,2734,FRIENDS OF HISTORIC CAMDEN INC,DE,712120.0,A80
9382,0.0,0.0,0.0,270908914,0,2017-990ez,0,0,0,201612,0,0,BRIUTTS,SC,712110.0,A50
9412,0.0,0.0,5979.6,270984413,0,2017-990ez,13288,0,13288,201512,9482,13288,HEART GALLERY OF SACRAMENTO INC,CA,712110.0,A51
9494,0.0,0.0,0.0,271328897,0,2017-990ez,0,0,0,201606,0,0,HARVARD CLUB OF NEW YORK HISTORICAL FOUNDATION,NY,712120.0,A82
9619,0.0,0.0,9884.25,272004962,0,2017-990ez,21965,0,21965,201612,20102,21965,NACHLAS AVOS,NY,712120.0,A80
9706,5033.0,2264.85,31750.2,272404242,0,2017-990ez,50547,5033,70556,201612,13183,70556,BELLEVILLE HISTORICAL SOCIETY,IL,712120.0,A82
9710,52985.700000000004,45342.0,52985.700000000004,272415970,0,2017-990ez,16344,100760,117746,201512,78352,117477,MINI WORLD OF TRAINS,SC,712110.0,A50
9737,0.0,0.0,0.0,272536781,0,2017-990ez,0,0,0,201612,4500,0,COMMITTEE FOR CHARLOTTE 2012,DC,712120.0,A84
9801,0.0,0.0,2619.9,272912967,0,2017-990ez,3905,0,5822,201606,8233,5822,NEHI ATHLETIC HALL OF FAME,FL,712110.0,A50
9880,0.0,0.0,0.0,273255378,0,2017-990ez,0,0,0,201612,0,0,MOUNTAIN HERITAGE HISTORICAL SOCIETY,MD,712120.0,A82
10042,2968.2000000000003,2702.25,2968.2000000000003,274085974,0,2017-990ez,0,6005,6596,201612,11865,6596,TWENTY LAKES ANTIQUE ENGINE AND TRACTOR ASSOCIATION INC,MI,712120.0,A82
10139,0.0,0.0,2277.0,274734532,0,2017-990ez,5060,0,5060,201512,1600,5060,WISECUP FARM MUSEUM CORPORATION,IA,712110.0,A50
10185,45154.0,20319.3,58309.200000000004,275449625,0,2017-990ez,69057,45154,129576,201612,116884,125910,KNOW YOUR CITY,OR,712120.0,A80
10225,0.0,0.0,1467.0,300116171,0,2017-990ez,3260,0,3260,201512,3476,3260,APPALACHIAN FOOTHILLS FIRE HISTORICAL SOCIETY INC,KY,712120.0,A82
10300,282.0,126.9,952.2,300375813,0,2017-990ez,954,282,2116,201612,2558,2116,WESTMINSTER AREA HISTORIC PRESERVATION SOCIETY,SC,712120.0,A82
10317,0.0,0.0,61137.0,300451126,0,2017-990ez,130550,0,135860,201612,6888,128841,CREEDE MINING HERITAGE INC,CO,712120.0,A80
10332,0.0,0.0,683.5500000000001,300501160,0,2017-990ez,0,0,1519,201512,1090,1519,NATIONAL SOCIETY COLONIAL DAMES XVII CENTURY,TN,712120.0,A82
10381,512.0,230.4,1044.0,300656600,0,2017-990ez,911,512,2320,201610,2209,2320,PALATKA RAILROAD PRESERVATION SOCIETY INCORPORATED,FL,712110.0,A54
10475,0.0,0.0,972.9,310951583,0,2017-990ez,1063,0,2162,201612,1973,2162,BROWN COUNTY HISTORICAL SOCIETY INC,OH,712120.0,A82
10493,5269.5,2534.4,5269.5,311027590,0,2017-990ez,6050,5632,11710,201606,6090,11710,HISTORICAL CONFEDERATION OF KENTUCKY INC,KY,712120.0,A80
10509,0.0,0.0,25354.8,311104827,0,2017-990ez,56344,0,56344,201612,69544,56344,MORRISTOWN HISTORIC PRESERVATION ASSOCIATION,OH,712120.0,A82
10548,0.0,0.0,14.85,311319154,0,2017-990ez,0,0,33,201612,1370,33,CHILLICOTHES BICENTENNIAL COMMISSION INC,OH,712120.0,A84
10574,0.0,0.0,68695.65000000001,311480824,0,2017-990ez,148220,0,152657,201612,162226,152481,WILSON CZECH OPERA HOUSE CORPORATION,KS,712110.0,A53
10577,0.0,0.0,41364.450000000004,311495510,0,2017-990ez,83261,0,91921,201612,100671,91921,HENDERSON WORLD WAR II MEMORIAL FOUNDATION INC,KY,712120.0,A80
10600,0.0,0.0,0.9,311546010,0,2017-990ez,0,0,2,201612,2293,2,HANCOCK COUNTY MEMORIAL FOUNDATION INC,OH,712120.0,A80
10607,0.0,0.0,530.5500000000001,311566799,0,2017-990ez,679,0,1179,201612,1213,1179,THE WRIGHT SEAPLANE BASE INC,OH,712120.0,A80
10629,418.0,188.1,36222.75,311642772,0,2017-990ez,56305,418,80495,201612,72454,71571,IBERVILLE MUSEUM ASSOCIATION INC,LA,712110.0,A50
10630,0.0,0.0,1262.25,311651581,0,2017-990ez,112,0,2805,201612,1876,2680,WHITEHALL HISTORICAL SOCIETY,OH,712120.0,A82
10664,0.0,0.0,4072.5,311741742,0,2017-990ez,5830,0,9050,201612,4340,7183,LEWIS PLACE HISTORICAL PRESERVATION,MO,712120.0,A82
10687,4058.0,1826.1000000000001,26378.100000000002,311795768,0,2017-990ez,4325,4058,58618,201612,6977,52598,TREDYFFRIN HISTORIC PRESERVATION TRUST,PA,712120.0,A82
10700,0.0,0.0,21946.5,316038900,0,2017-990ez,23673,0,48770,201512,40824,43356,GREENE COUNTY OHIO HISTORICAL SOCIETY,OH,712120.0,A82
10796,0.0,0.0,794.25,320351550,0,2017-990ez,1765,0,1765,201512,2600,1765,STEAMBOAT CITY ASSOCIATION INC,LA,712110.0,A54
10806,0.0,0.0,53505.450000000004,320383212,0,2017-990ez,86818,0,118901,201612,185270,96965,LINCOLN SOCIETY OF DAYTON INC,OH,712120.0,A80
10846,0.0,0.0,4857.3,330012231,0,2017-990ez,4315,0,10794,201512,11803,10187,THE ETIWANDA HISTORICAL SOCIETY,CA,712120.0,A82
10988,0.0,0.0,238.5,331051196,0,2017-990ez,530,0,530,201612,830,530,GEIGERTOWN CENTRAL RAILROAD MUSEUM INC,PA,712110.0,A50
11001,0.0,0.0,225.0,331114928,0,2017-990ez,500,0,500,201606,3573,500,DIAMOND POINT FOUNDATION INC,KY,712120.0,A80
11057,17573.4,12145.95,17573.4,341456251,0,2017-990ez,0,26991,39052,201609,38208,39052,DARKE COUNTY STEAM THRESHERS ASSOCIATION INC,OH,712110.0,A54
11080,0.0,0.0,319.5,341673304,0,2017-990ez,0,0,710,201512,220,610,BRATENAHL HISTORICAL SOCIETY,OH,712120.0,A82
11081,2735.0,1230.75,3003.3,341685070,0,2017-990ez,0,2735,6674,201612,7064,6674,MAHONING VALLEY RAILROAD HERITAGE ASSOCIATION INC,OH,712110.0,A54
11101,0.0,0.0,3015.4500000000003,341911811,0,2017-990ez,6701,0,6701,201612,7187,6701,CLEVELAND AQUARIUM INC,OH,712130.0,D50
11130,0.0,0.0,8428.95,346530762,0,2017-990ez,14401,0,18731,201512,12967,18731,ALLIANCE HISTORICAL SOCIETY,OH,712120.0,A82
11228,0.0,0.0,5738.400000000001,351967197,0,2017-990ez,7185,0,12752,201512,12933,12752,JANE ROSS REEVES OCTAGON HOUSE FOUNDATION LTD,IN,712110.0,A50
11247,0.0,0.0,5288.85,352072620,0,2017-990ez,5676,0,11753,201610,14451,10029,PIKE COUNTY HISTORICAL SOCIETY INC,IN,712120.0,A82
11287,0.0,0.0,9858.6,352257615,0,2017-990ez,0,0,21908,201612,15036,609,A TIME IN HISTORY INCORPORATED,NV,712120.0,A84
11318,25.0,11.25,364.5,352357758,0,2017-990ez,0,25,810,201612,494,810,THE COMPANY OF LIVING HISTORIANS,SC,712120.0,A80
11442,0.0,0.0,189.0,363189624,0,2017-990ez,0,0,420,201612,10,420,PRESERVATION LEAGUE OF EVANSTON,IL,712120.0,A80
11443,44693.1,33944.4,44693.1,363192566,0,2017-990ez,16120,75432,99318,201606,101995,99176,ASSOC TO RESTORE CITY HALL INC,IL,712120.0,A82
11456,0.0,0.0,8788.95,363297749,0,2017-990ez,18771,0,19531,201612,3085,19531,NEW PRAGUE HISTORICAL SOCIETY,MN,712120.0,A82
11550,0.0,0.0,8956.800000000001,364173126,0,2017-990ez,2186,0,19904,201706,18252,11682,MASCOUTAH HISTORICAL SOCIETY INC,IL,712120.0,A82
11575,0.0,0.0,926.5500000000001,364336585,0,2017-990ez,392,0,2059,201612,2305,2059,BRITISH INTEREST GROUP OF WISCONSIN AND ILLINOIS,IL,712120.0,A80
11579,0.0,0.0,6692.400000000001,364380888,0,2017-990ez,2676,0,14872,201612,4452,7312,ILLINOIS QUAD CITIES LAW ENFORCEMENT MEMORIAL INC,IL,712120.0,A80
11724,0.0,0.0,2568.6,370777431,0,2017-990ez,0,0,5708,201612,0,-2791,K M B B MEMORIAL PARK ASSOCIATION,IL,712120.0,A80
11731,0.0,0.0,3725.1,371049048,0,2017-990ez,547,0,8278,201612,11145,8278,HOMER HISTORICAL SOCIETY,IL,712120.0,A82
11815,0.0,0.0,5202.900000000001,371566641,0,2017-990ez,9236,0,11562,201606,7532,11562,ROCKS VILLAGE MEMORIAL ASSOCIATION,MA,712120.0,A80
11927,11744.0,5284.8,26097.75,382192499,0,2017-990ez,590,11744,57995,201612,12715,40014,ST CLAIR COUNTY FARM MUSEUM C/O W ROBERT DUNDAS,MI,712110.0,A50
11962,0.0,0.0,11.25,382557816,0,2017-990ez,0,0,25,201612,1036,25,OUR SAVIOURS HISTORICAL SOCIETY INC,MI,712120.0,A82
11984,0.0,0.0,28861.65,382824714,0,2017-990ez,33715,0,64137,201612,42059,48287,GULLIVER HISTORICAL SOCIETY INC,MI,712120.0,A82
12009,0.0,0.0,85.95,383041652,0,2017-990ez,0,0,191,201512,2151,164,LATHRUP VILLAGE HISTORICAL SOCIETY INC,MI,712120.0,A82
12040,300.0,135.0,7092.900000000001,383272322,0,2017-990ez,2673,300,15762,201612,5358,8845,VALLEY AERO CLUB INC,MI,712110.0,A54
12045,0.0,0.0,11155.5,383315065,0,2017-990ez,24786,0,24790,201612,18134,24790,ORION WAR MEMORIAL INC,MI,712120.0,A80
12079,0.0,0.0,10210.95,383506581,0,2017-990ez,22012,0,22691,201612,5763,22691,SUNFIELD HISTORICAL SOCIETY,MI,712120.0,A82
12134,0.0,0.0,6422.85,383811092,0,2017-990ez,14273,0,14273,201512,11684,14273,MAINE MUSEUM OF PHOTOGRAPHIC ARTS MMPA,ME,712110.0,A50
12251,0.0,0.0,59076.9,391445102,0,2017-990ez,13366,0,131282,201610,59708,71574,OCONOMOWOC FESTIVAL OF THE ARTS LTD,WI,712110.0,A51
12282,0.0,0.0,1182.6000000000001,391765204,0,2017-990ez,605,0,2628,201512,3130,2628,CONCORD HISTORICAL SOCIETY INC,WI,712120.0,A82
12316,0.0,0.0,1030.5,391967742,0,2017-990ez,0,0,2290,201612,650,1321,FOND DU LAC SOCIETY OF MODEL RAILROAD HOBBYISTS INC,WI,712110.0,A54
12350,536.0,241.20000000000002,51610.05,396076413,0,2017-990ez,110496,536,114689,201612,20991,113387,GRANT COUNTY HISTORICAL SOCIETY GRANT CO WISCONSIN,WI,712120.0,A82
12390,0.0,0.0,15999.75,411443581,0,2017-990ez,23614,0,35555,201612,32164,35161,WAYZATA HISTORICAL SOCIETY,MN,712120.0,A82
12418,0.0,0.0,14745.6,411685115,0,2017-990ez,30585,0,32768,201707,39082,30677,CORN CAPITAL DAYS INC,MN,712120.0,A84
12419,0.0,0.0,105.75,411690394,0,2017-990ez,100,0,235,201612,95,235,LESUEUR COUNTY HISTORICAL SOCIETY MUSEUM CHAPTER 1,MN,712110.0,A50
12425,10356.75,8472.6,10356.75,411730620,0,2017-990ez,4187,18828,23015,201612,22437,23015,NEW LONDON TO NEW BRIGHTON ANTIQUE CAR RUN INC,MN,712120.0,A82
12453,0.0,0.0,6917.400000000001,411941751,0,2017-990ez,6014,0,15372,201612,14991,15240,PINE ISLAND AREA HISTORIAL SOCIETY,MN,712120.0,A80
12507,0.0,0.0,11279.7,412248565,0,2017-990ez,25061,0,25066,201612,3287,25066,FRIENDS OF HERMIONE-LA FAYETTE IN AMERICA INC,NY,712110.0,A54
12552,0.0,0.0,40036.5,421144671,0,2017-990ez,81274,0,88970,201612,22653,88970,KELLOGG HISTORICAL SOCIETY INC,IA,712120.0,A82
12580,2581.0,1161.45,4103.55,421371779,0,2017-990ez,518,2581,9119,201612,7161,9119,PRESERVATION IOWA,IA,712120.0,A82
12596,3662.1,3662.1,3662.1,421497069,0,2017-990ez,0,8138,8138,201512,5343,8138,ANAMOSA STATE PENITENTIARY ASSN,IA,712110.0,A54
12677,0.0,0.0,3400.65,431073136,0,2017-990ez,4185,0,7557,201512,29883,7557,ST STANISLAUS HISTORICAL MUSEUM SOCIETY INC,MO,712110.0,A54
12705,0.0,0.0,1080.0,431311185,0,2017-990ez,287,0,2400,201612,3246,2400,TEXAS COUNTY MISSOURI GENEALOGICAL SOCIETY,MO,712120.0,A80
12723,0.0,0.0,1677.6000000000001,431485900,0,2017-990ez,3728,0,3728,201612,478,3728,CHADWICK HISTORICAL AREA DEVELOPERS INC,MO,712120.0,A80
12743,31818.0,14318.1,61353.0,431603733,0,2017-990ez,78550,31818,136340,201612,91971,136340,DIASPORA CONNECTIONS UNLIMITED,MO,712110.0,A50
12748,21222.9,21222.9,21222.9,431630012,0,2017-990ez,0,47162,47162,201612,45597,47162,ST LOUIS STAMP EXPO,MO,712120.0,A82
12749,17721.9,10218.6,17721.9,431640372,0,2017-990ez,9645,22708,39382,201612,39983,39382,WATER GARDEN SOCIETY OF GREATER KANSAS CITY,MO,712130.0,C41
12770,0.0,0.0,45.0,431781220,0,2017-990ez,100,0,100,201512,1622,100,HALE LIBRARY & MUSEUM,MO,712110.0,A50
12778,0.0,0.0,31513.05,431811162,0,2017-990ez,69265,0,70029,201612,56033,70029,FIRE FIGHTERS MEMORIAL FOUNDATION OF MISSOURI,MO,712120.0,A80
12833,4203.900000000001,2362.9500000000003,4203.900000000001,432115314,0,2017-990ez,4085,5251,9342,201612,41072,9342,BREWSTER MEETING HOUSE PRESERVATION PROJECT INC,MA,712120.0,A80
12852,15343.65,7025.400000000001,15343.65,450341556,0,2017-990ez,7731,15612,34097,201706,37644,32203,NORTH DAKOTA ART GALLERY ASSOCIATION,ND,712110.0,A51
12863,0.0,0.0,4198.5,450406276,0,2017-990ez,2463,0,9330,201612,0,786,MADDOCK COMMUNITY HISTORICAL SOCIETY,ND,712120.0,A82
12915,0.0,0.0,6056.1,451031046,0,2017-990ez,7506,0,13458,201612,6080,9965,LOVELL-KANE AREA MUSEUM,WY,712110.0,A50
12942,858.0,386.1,7855.650000000001,451521463,0,2017-990ez,1037,858,17457,201612,12971,11034,GIRARD BICENTENNIAL AND HISTORICAL SOCIETY,OH,712120.0,A82
13118,0.0,0.0,0.0,452729928,0,2017-990ez,0,0,0,201612,0,0,GOLDEN ERA OF THE FRENCH QUARTER FOUNDATION,LA,712120.0,A80
13174,0.0,0.0,38189.700000000004,452930044,0,2017-990ez,84866,0,84866,201612,106040,84866,WISCONSIN SCIENCE MUSEUM,WI,712110.0,A50
13277,0.0,0.0,45144.0,453415669,0,2017-990ez,100000,0,100320,201612,14150,100320,BLACKSMITH GUILD OF WESTERN MARYLAND INC,MD,712120.0,A80
13394,0.0,0.0,0.0,453935457,0,2017-990ez,0,0,0,201612,15686,0,NAISMITH LEGACY GIVING INC,NC,712110.0,A50
13594,0.0,0.0,7627.5,454880710,0,2017-990ez,4450,0,16950,201512,16950,16950,SYMBOLS OF TRIBAL SPIRITS,NY,712110.0,A50
13629,0.0,0.0,13837.5,455054881,0,2017-990ez,30750,0,30750,201612,19811,30750,MUSEUM OF TELEVISION,AZ,712110.0,A50
13767,0.0,0.0,18261.0,455503888,0,2017-990ez,40580,0,40580,201609,100539,40580,FRIENDS OF NORTH CORNWALL MEETING HOUSE INC,CT,712120.0,A80
13781,0.0,0.0,5962.95,455534870,0,2017-990ez,10375,0,13251,201612,2513,13079,SPIRIT OF CORCORAN MUSEUM,CA,712110.0,A50
13792,0.0,0.0,62462.700000000004,455578883,0,2017-990ez,138806,0,138806,201706,3089,138806,AVERASBORO TOWN RESTORATION ASSOCIATION INC,NC,712120.0,A82
13882,0.0,0.0,3384.0,460626636,0,2017-990ez,7520,0,7520,201612,6118,7520,ELIZABETHTOWN HIGH SCHOOL ATHLETIC HALL OF FAME INC,KY,712110.0,A50
13935,0.0,0.0,47186.1,460785488,0,2017-990ez,104858,0,104858,201612,104533,104858,KORA SHRINE CENTER FOUNDATION,ME,712120.0,A82
13982,0.0,0.0,31966.2,460952648,0,2017-990ez,71036,0,71036,201612,26652,71036,TANFORAN ASSEMBLY CENTER MEMORIAL COMMITTEE,CA,712120.0,A80
14019,0.0,0.0,462.6,461059783,0,2017-990ez,0,0,1028,201612,0,-547,CATHY WILLIAMS BUFFALO REGIMENT INC,NV,712120.0,A80
14071,0.0,0.0,12398.85,461205230,0,2017-990ez,27553,0,27553,201612,26173,27553,CUBAN AMERICAN PHOTOTHEQUE FOUNDATION IN,FL,712110.0,A51
14106,0.0,0.0,9708.75,461355698,0,2017-990ez,19530,0,21575,201612,5533,21575,SAINT VRAIN MILL PRESERVATION AND HISTORICAL FOUNDATION,NM,712120.0,A82
14119,0.0,0.0,4275.0,461404955,0,2017-990ez,9500,0,9500,201612,9221,9500,NAHUM HERITAGE FOUNDATION,MD,712120.0,A82
14253,0.0,0.0,0.0,461919459,0,2017-990ez,0,0,0,201612,0,0,CITY OF PEACE FOUNDATION,NJ,712120.0,A82
14379,0.0,0.0,6465.150000000001,462370441,0,2017-990ez,13567,0,14367,201612,1902,14267,NEW JERSEY GOLD STAR FAMILY MONUMENT FOUNDATION INC,NJ,712120.0,A80
14389,0.0,0.0,167.85,462425959,0,2017-990ez,333,0,373,201406,637,373,GREENWICH AREA HISTORICAL SOCIETY,OH,712120.0,A82
14400,0.0,0.0,70144.65000000001,462459658,0,2017-990ez,12928,0,155877,201608,164996,155877,BRIDGEPORT DOLPHINS AQUATIC CLUB INC,CT,712130.0,D50
14472,0.0,0.0,15014.7,462740806,0,2017-990ez,33346,0,33366,201612,65655,33366,HISTORICAL SOCIETY OF SANTA ROSA,CA,712120.0,A82
14507,0.0,0.0,20596.95,462827085,0,2017-990ez,45732,0,45771,201612,40854,45771,GRAEAGLE INDEPENDENCE DAY,CA,712120.0,A84
14511,25930.0,11668.5,29556.0,462841155,0,2017-990ez,39750,25930,65680,201612,31097,65680,FRIENDS OF CLARK HISTORIC FARM INC,UT,712120.0,A80
14579,0.0,0.0,31873.5,463056622,0,2017-990ez,69980,0,70830,201612,61753,70830,BELFAST CREATIVE COALITION,ME,712110.0,A52
14583,2594.0,1167.3,5877.0,463088949,0,2017-990ez,0,2594,13060,201612,19982,-1973,FLORIDA MARINE AQUARIUM SOCIETY INC,FL,712130.0,D50
14594,0.0,0.0,6581.25,463108019,0,2017-990ez,14622,0,14625,201612,34498,14625,WESTERN HERITAGE FOUNDATION,CA,712120.0,A82
14614,0.0,0.0,695.25,463174087,0,2017-990ez,1545,0,1545,201612,2267,1545,MEMPHIS COTTON MAKERS JUBILEE MUSEUM,TN,712110.0,A50
14676,0.0,0.0,1600.65,463404772,0,2017-990ez,2554,0,3557,201612,1644,3557,IMMACULATE HEART OF MARY CIRCLE 1440,NH,712120.0,A80
14758,0.0,0.0,13072.050000000001,463630477,0,2017-990ez,29049,0,29049,201612,0,29049,FRIENDS OF THE ARIZONA HISTORICAL SOCIETY INC,AZ,712120.0,A82
14780,2567.25,2362.5,2567.25,463697476,0,2017-990ez,75,5250,5705,201606,2809,5705,KINGSTON HISTORICAL SOCIETY,PA,712120.0,A82
14871,0.0,0.0,900.0,463974363,0,2017-990ez,2000,0,2000,201612,990,2000,ST TAMMANY ARBORETUM AND GREEN ROOTS FOUNDATION,LA,712130.0,C41
15174,0.0,0.0,37727.1,465014852,0,2017-990ez,30338,0,83838,201612,29446,20343,BOHOL RESTORATION GROUP INC,VA,712120.0,A80
15210,0.0,0.0,12313.800000000001,465145832,0,2017-990ez,13325,0,27364,201612,18773,27364,SOUTHERN VINTAGE FIRE APPARATUS ASSOCIATION,AL,712110.0,A54
15441,0.0,0.0,355.5,470958321,0,2017-990ez,790,0,790,201612,0,790,ARTS & MEMORIES MUSEUM,KS,712110.0,A50
15463,4033.8,3561.3,4033.8,471043171,0,2017-990ez,1050,7914,8964,201612,8467,8964,MT LAGUNA COMMUNITY GARDENS & CHARITIES INC,CA,712130.0,C41
15557,0.0,0.0,50562.9,471303233,0,2017-990ez,112362,0,112362,201606,115318,112362,SMITHTOWN 350 FOUNDATION INC,NY,712120.0,A80
15574,0.0,0.0,35468.55,471358340,0,2017-990ez,0,0,78819,201512,78400,78819,MANARC BORNE THE BATTLE,VA,712120.0,A80
15641,0.0,0.0,13048.65,471552120,0,2017-990ez,28243,0,28997,201512,4588,28834,MOTHER JONES HERITAGE PROJECT,IL,712120.0,A80
15776,0.0,0.0,1587.15,471895203,0,2017-990ez,2090,0,3527,201612,0,2582,ELDRED ROCK LIGHTHOUSE PRESERVATION ASSOCIATION,AK,712120.0,A82
15789,0.0,0.0,11520.9,471921278,0,2017-990ez,0,0,25602,201508,5296,16382,KRIO DESCENDANTS UNITED OF CALIFORNIA,CA,712120.0,A80
15832,0.0,0.0,7769.7,472042590,0,2017-990ez,11242,0,17266,201612,5915,11873,FLY FISHING MUSEUM OF THE SOUTHERN APPALACHAINS INC,NC,712110.0,A50
15885,0.0,0.0,1275.3,472180971,0,2017-990ez,2332,0,2834,201612,6171,2834,FRIENDS OF THE SEDALIA TRUST,MO,712120.0,A80
16103,0.0,0.0,175.5,472790725,0,2017-990ez,0,0,390,201612,0,390,MT VERNON RTE 66 HISTORICAL SOCIETY,CA,712120.0,A82
16437,0.0,0.0,4867.650000000001,473877293,0,2017-990ez,10817,0,10817,201612,21122,10817,108 SOUTH ARIZONA,MT,712110.0,A50
16491,0.0,0.0,21062.25,474040538,0,2017-990ez,46805,0,46805,201612,32011,46805,DRINKWATER & SCHRIVER MILL INC,KS,712120.0,A80
16540,0.0,0.0,15123.6,474173938,0,2017-990ez,19850,0,33608,201612,29771,33059,NEW YEARS NEEDHAM INC,MA,712120.0,A84
16729,0.0,0.0,2895.3,474671828,0,2017-990ez,6434,0,6434,201605,157,6434,KAPLAN HIGH SCHOOL ATHLETIC HALL OF FAME,LA,712110.0,A50
16913,0.0,0.0,57369.15,475172442,0,2017-990ez,126118,0,127487,201612,33615,126857,FRIENDS OF@FORT WARD,WA,712120.0,A80
16968,0.0,0.0,1688.4,475331812,0,2017-990ez,0,0,3752,201612,12748,830,WOLF CLAN GALLERY AND BOUTIQUE COMPANY,OK,712110.0,A50
17047,51274.8,49474.8,51274.8,475500948,0,2017-990ez,4000,109944,113944,201612,103841,113944,HALL OF FAME SPORTS ASSOCIATION,CA,712110.0,A50
17165,1755.0,789.75,20653.2,480894350,0,2017-990ez,34842,1755,45896,201609,47542,45896,STAFFORD COUNTY HISTORICAL & GENEOLOGICAL SOCIETY INC,KS,712120.0,A80
17166,17860.5,8956.800000000001,17860.5,480905225,0,2017-990ez,15150,19904,39690,201612,35806,39690,KANSAS PRESERVATION ALLIANCE INC,KS,712120.0,A82
17230,1374.0,618.3000000000001,48027.15,510147469,0,2017-990ez,99967,1374,106727,201612,14506,106466,PAWNEE CITY HISTORICAL SOCIETY & MUSEUM INC,NE,712110.0,A50
17247,0.0,0.0,3213.4500000000003,510171701,0,2017-990ez,6127,0,7141,201703,6626,7141,OLATHE HISTORICAL SOCIETY,KS,712120.0,A82
17333,0.0,0.0,78.75,510428659,0,2017-990ez,175,0,175,201612,227,175,PARKWAY VILLAGE HISTORICAL SOCIETY,NY,712120.0,A82
