,EIN,tax_pd,contributed_rev,earned_program_service_rev,total_rev,total_exp,gross_rev,Source,45_of_Gross_max_12m,45_of_Earned_max_12m,100_of_Earned_upto_45_Gross_max_12m,NAME,STATE,NAICS,NTEEFINAL
7943,237175528,201606,12651,12588,28439,24848,28439,2017-990ez,12797.550000000001,5664.6,12588,RIDGEWOOD GILBERT AND SULLIVAN OPERA CO,NJ,711130.0,A6A
7982,237212270,201512,0,0,0,2028,0,2017-990ez,0.0,0.0,0,AMERICAN CONCERT ASSOCIATION,CA,711130.0,A6C
8054,237307890,201612,2409,21681,24090,24090,24090,2017-990ez,10840.5,9756.45,12000000,CALVARY SINGERS INC,TX,711130.0,A6B
8104,237367344,201612,11328,33606,44934,53522,44934,2017-990ez,20220.3,15122.7,12000000,WAUSAU DANCE THEATRE INCORPORATED,WI,711120.0,A63
8122,237379261,201706,325,75,400,475,400,2017-990ez,180.0,33.75,75,METROPOLITAN GREEK CHORALE,NY,711130.0,A6B
8154,237420693,201612,14905,23528,51880,42203,54888,2017-990ez,24699.600000000002,10587.6,23528,COMMUNITY CHILDRENS THEATRE OF FORT SMITH,AR,711110.0,A65
8178,237440840,201606,2371,11212,13583,13551,13583,2017-990ez,6112.35,5045.400000000001,12000000,DANCIN UNLIMITED,VA,711110.0,A65
8296,250855196,201612,16948,106832,131764,134074,138522,2017-990ez,62334.9,48074.4,12000000,STATE COLLEGE COMMUNITY THEATRE INC,PA,711110.0,A65
8319,251432270,201612,8586,79291,99868,84755,103923,2017-990ez,46765.35,35680.950000000004,12000000,STAGE 62,PA,711110.0,A65
8438,260360547,201612,341,0,341,412,341,2017-990ez,153.45000000000002,0.0,0,KAREN REEDY DANCE INC,VA,711120.0,A62
8487,260751728,201606,17818,20838,38656,40405,38656,2017-990ez,17395.2,9377.1,12000000,BAD HABIT PRODUCTIONS INCORPORATED,MA,711110.0,A65
8504,260857776,201612,1280,1000,2280,6341,2280,2017-990ez,1026.0,450.0,1000,FLORENCE MENS CHORAL SOCIETY,SC,711130.0,A6B
8526,261145920,201512,0,0,0,0,0,2017-990ez,0.0,0.0,0,VAN WERT COMMUNITY BAND INC,OH,711130.0,A6C
8536,261196143,201612,8492,0,8492,9905,8492,2017-990ez,3821.4,0.0,0,PRODUCTION COMPANY LA INC,CA,711110.0,A65
8542,261223414,201612,0,0,5,231,5,2017-990ez,2.25,0.0,0,KANSAS CITY FAMILY MUSIC FEST,MO,711130.0,A68
8556,261317121,201612,8644,13877,22521,20398,22521,2017-990ez,10134.45,6244.650000000001,12000000,READINGTON COMMUNITY THEATRE,NJ,711110.0,A65
8561,261323620,201612,87025,822,87847,27092,87847,2017-990ez,39531.15,369.90000000000003,822,MUSICAL OLYMPUS FOUNDATION INC,NY,711130.0,A68
8573,261374149,201609,105334,0,105334,117682,105334,2017-990ez,47400.3,0.0,0,ENVISION PERFORMING ARTS INC,NV,711100.0,A60
8578,261406507,201706,0,9066,18132,7887,18132,2017-990ez,8159.400000000001,4079.7000000000003,12000000,NATIONAL FEDERATION OF MUSIC CLUBS,OR,711130.0,A68
8611,261577094,201512,8567,3783,14352,9644,14352,2017-990ez,6458.400000000001,1702.3500000000001,3783,FULL CIRCLE PRODUCTIONS INC,NY,711120.0,A62
8612,261579932,201612,19485,12515,32000,28609,32000,2017-990ez,14400.0,5631.75,12515,IMPACT DANCE COMPANY,CO,711120.0,A62
8620,261632570,201706,0,0,0,0,0,2017-990ez,0.0,0.0,0,MUSIC NATIONAL SERVICE INITIATIVE,CA,711130.0,A68
8631,261732324,201612,25767,0,24095,84499,25767,2017-990ez,11595.15,0.0,0,INSTITUTE FOR SUSTAINABLE BUILDING PERFORMANCE,CA,711100.0,A60
8676,262024022,201612,64955,0,85762,149161,87293,2017-990ez,39281.85,0.0,0,GROWING HOPE FOUNDATION 7208 15TH AVE,FL,711130.0,A68
8688,262121051,201608,0,45010,45010,46363,45010,2017-990ez,20254.5,20254.5,12000000,DANCE BOX THEATER INC,MD,711120.0,A62
8751,262505389,201703,52981,0,53072,46851,53072,2017-990ez,23882.4,0.0,0,BONITA SPRINGS CONCERT BAND INC,FL,711130.0,A6C
8756,262522806,201607,30822,5050,35913,19381,35913,2017-990ez,16160.85,2272.5,5050,THE ST HELENA COMMUNITY BAND,CA,711130.0,A6C
8758,262524569,201612,0,0,0,0,0,2017-990ez,0.0,0.0,0,MUSIQUE DU JOUR,ME,711130.0,A68
8831,262980328,201706,12076,0,18388,18253,21013,2017-990ez,9455.85,0.0,0,KALAMAZOO COMMUNITY CHORALE,MI,711130.0,A6B
8921,263521502,201606,850,22938,29341,33931,29341,2017-990ez,13203.45,10322.1,12000000,LONG ISLAND GAY MENS CHORUS,NY,711130.0,A6B
8933,263555683,201706,43710,6815,50525,46997,50525,2017-990ez,22736.25,3066.75,6815,SINFONIETTA OF RIVERDALE,NY,711130.0,A6C
8945,263626054,201512,1784,7008,8792,1550,8792,2017-990ez,3956.4,3153.6,12000000,SILVER MOON THEATRE,CA,711110.0,A65
8965,263683007,201612,49946,0,49946,55583,49946,2017-990ez,22475.7,0.0,0,SERVANTS HEART MINISTRY CORPORATION,TN,711130.0,A6C
8978,263766751,201612,65990,0,84290,77611,84290,2017-990ez,37930.5,0.0,0,PAI CHAI MENS CHORALE,CA,711130.0,A6B
8993,263866097,201612,115,5495,6169,6687,6354,2017-990ez,2859.3,2472.75,12000000,SPIRITUAL GIFTS A PROFESSIONAL BLACK SACRED MUSIC REPERTORY ENSEM,OH,711130.0,A68
9033,264053682,201612,220,0,26709,26572,27363,2017-990ez,12313.35,0.0,0,ORACLE PERFORMANCE ENSEMBLE,CO,711130.0,A6C
9035,264062796,201606,21817,73345,108730,96490,111609,2017-990ez,50224.05,33005.25,12000000,CENTRAL KENTUCKY COMMUNITY THEATRE INC,KY,711110.0,A65
9062,264227869,201612,3423,16850,170344,31636,170344,2017-990ez,76654.8,7582.5,16850,THE GERALD ARPINO FOUNDATION,CA,711100.0,A60
9064,264239123,201707,5182,33380,44030,55138,44030,2017-990ez,19813.5,15021.0,12000000,PORTLAND CHOIR & ORCHESTRA,OR,711130.0,A69
9108,264516007,201612,35955,0,19554,18255,49668,2017-990ez,22350.600000000002,0.0,0,TFT EVENTS INC,KS,711100.0,A60
9114,264533182,201512,0,0,0,0,0,2017-990ez,0.0,0.0,0,INUKSHUK PRODUCTION COMPANY,OR,711110.0,A65
9121,264552693,201705,0,0,728,300,1168,2017-990ez,525.6,0.0,0,JUST BEME INC,NY,711100.0,A60
9124,264558327,201612,6114,0,9255,8498,9292,2017-990ez,4181.400000000001,0.0,0,JUPITER PERFORMING ARTS FUND INC,FL,711100.0,A60
9179,264793689,201512,0,0,0,0,0,2017-990ez,0.0,0.0,0,ARIZONA WORLD MUSIC INITIATIVE,AZ,711130.0,A6C
9180,264794988,201706,17405,35249,63923,50679,70543,2017-990ez,31744.350000000002,15862.050000000001,12000000,MOUNTAIN VIEW MUSIC AND ARTS,CO,711130.0,A68
9197,270035105,201709,29211,22415,53982,56796,60464,2017-990ez,27208.8,10086.75,22415,QUEST THEATRE ENSEMBLE NFP,IL,711110.0,A65
9222,270142498,201612,550,0,550,846,550,2017-990ez,247.5,0.0,0,LEOPOLD GROUP,IL,711120.0,A62
9256,270303881,201612,66424,35724,102148,108203,102148,2017-990ez,45966.6,16075.800000000001,35724,MEMPHIS BLUES SOCIETY,TN,711130.0,A68
9263,270331642,201605,11709,0,11709,6837,11709,2017-990ez,5269.05,0.0,0,LEONIA CHAMBER MUSICIANS SOCIETY INC,NJ,711130.0,A6C
9341,270719154,201612,33683,0,33683,36790,33683,2017-990ez,15157.35,0.0,0,BAND OF BROTHERS INC,AR,711130.0,A6C
9362,270821484,201607,5046,0,7069,8595,7069,2017-990ez,3181.05,0.0,0,OMAHA SYMPHONIC WINDS,NE,711130.0,A69
9363,270822968,201612,0,50183,50183,41490,50183,2017-990ez,22582.350000000002,22582.350000000002,12000000,HICKORY PARENTS ASSOCIATION OF THEATRE,VA,711110.0,A65
9420,271007647,201112,10000,0,10000,605,10000,2017-990ez,4500.0,0.0,0,DISCOVER YOUR VOICE FOUNDATION,CA,711130.0,A68
9426,271050452,201610,63563,61685,125248,124822,125248,2017-990ez,56361.6,27758.25,12000000,OVERTIME THEATER,TX,711110.0,A65
9442,271108695,201612,46089,16092,62181,54697,62181,2017-990ez,27981.45,7241.400000000001,16092,CASTING AUCTION INC,IL,711110.0,A65
9454,271141228,201706,5471,1214,10306,9401,13337,2017-990ez,6001.650000000001,546.3000000000001,1214,COLORADO DANCE COLLECTIVE ADULT REPERTOIRE COMPANY,CO,711120.0,A62
9545,271609397,201612,95002,44345,143420,82654,150405,2017-990ez,67682.25,19955.25,44345,CENTER FOR MUSICAL EXCELLENCE INC,NJ,711130.0,A68
9556,271645444,201612,29959,10284,48709,48024,50054,2017-990ez,22524.3,4627.8,10284,ROCKY MOUNT CENTER FOR THE ARTS INC,VA,711100.0,A61
9616,271996726,201612,205,0,205,205,205,2017-990ez,92.25,0.0,0,PLAY IN TUNE INC,CA,711110.0,A65
9659,272177651,201606,24147,36720,60867,70819,60867,2017-990ez,27390.15,16524.0,12000000,MAIN STREET OPERA,IL,711130.0,A6A
9711,272421607,201612,46624,12445,59611,60126,59707,2017-990ez,26868.15,5600.25,12445,UNEXPECTED STAGE COMPANY,MD,711110.0,A65
9715,272455179,201612,3702,0,3702,795,3702,2017-990ez,1665.9,0.0,0,FORT POINT GARRISON BRASS BAND,CA,711130.0,A6C
9731,272513936,201612,5000,812,6787,3147,6787,2017-990ez,3054.15,365.40000000000003,812,MONTCO SENIOR CONCERT CHOIR,PA,711130.0,A6B
9761,272652277,201412,0,0,-878,0,16716,2017-990ez,7522.2,0.0,0,RESURRECTION THEATRE COMPANY,CA,711110.0,A65
9798,272894857,201612,63749,0,63749,58357,63749,2017-990ez,28687.05,0.0,0,KEEPERS OF THE ART EDUCATION,OH,711130.0,A68
9815,273001637,201612,18128,22540,42735,37207,42735,2017-990ez,19230.75,10143.0,12000000,MARIETTA POPS ORCHESTRA INC,GA,711130.0,A69
9904,273370416,201612,3000,1480,4480,5327,4480,2017-990ez,2016.0,666.0,1480,US MULTICULTURAL MUSIC AND MEDIA ORGANIZATION,CA,711130.0,A68
9910,273391671,201612,0,0,3175,30,3500,2017-990ez,1575.0,0.0,0,MAD FOR STUDIO DANCE,MI,711120.0,A62
9959,273638135,201612,10370,0,10370,10102,10370,2017-990ez,4666.5,0.0,0,DUFFY IRISH DANCE FOUNDATION INC,MD,711120.0,A62
10020,273949228,201612,22391,29241,51807,53097,52868,2017-990ez,23790.600000000002,13158.45,12000000,MAINESTAGE SHAKESPEARE,ME,711110.0,A65
10037,274033269,201612,26367,97297,139217,132873,147483,2017-990ez,66367.35,43783.65,12000000,MAGNETIC THEATRE,NC,711110.0,A65
10069,274268780,201612,0,0,0,3477,0,2017-990ez,0.0,0.0,0,SAVE OUR SYMPHONY INC,MI,711130.0,A69
10085,274362629,201612,9008,2767,15323,17039,15716,2017-990ez,7072.2,1245.15,2767,CALIENTE CHOIR INC,NM,711130.0,A6B
10087,274376653,201612,6120,41090,49890,50535,49890,2017-990ez,22450.5,18490.5,12000000,SWINGTIME IN THE ROCKIES,CO,711120.0,A62
10115,274556038,201612,250,15950,19052,14199,19052,2017-990ez,8573.4,7177.5,12000000,NORTH SHORE PIPE BAND,MA,711130.0,A6C
10122,274624567,201608,27810,33279,61089,66121,61089,2017-990ez,27490.05,14975.550000000001,12000000,THE INCONVENIENCE,IL,711110.0,A65
10124,274653511,201608,88250,16160,104410,97365,104410,2017-990ez,46984.5,7272.0,16160,MACK PERFORMING ARTS COLLECTIVE,TX,711100.0,A60
10129,274676593,201612,1214,0,1214,964,1214,2017-990ez,546.3000000000001,0.0,0,MUSICAL CARES INC,FL,711130.0,A68
10131,274681174,201612,235,0,235,320,235,2017-990ez,105.75,0.0,0,FIRST AFRICAN FOUNDATION,KY,711100.0,A60
10230,300125512,201605,40169,0,100908,113361,128921,2017-990ez,58014.450000000004,0.0,0,BRENHAM CHILDRENS CHORUS INC,TX,711130.0,A6B
10232,300132425,201606,52568,0,52575,21595,52575,2017-990ez,23658.75,0.0,0,ALDERSON COMMUNITY CENTER FOR THE ARTS AND HUMANITIES INC,WV,711100.0,A61
10256,300200798,201512,26218,0,-17764,13299,76801,2017-990ez,34560.450000000004,0.0,0,WILD HOG MUSIC INC,AR,711130.0,A68
10295,300358067,201612,0,0,0,0,0,2017-990ez,0.0,0.0,0,PRIMAVERA MUSIC INC,NH,711130.0,A68
10393,300710351,201706,28753,21105,49858,57864,49858,2017-990ez,22436.100000000002,9497.25,21105,WHITE BOX THEATRE,PA,711110.0,A65
10394,300716207,201612,0,0,3009,749,3009,2017-990ez,1354.05,0.0,0,LIBRA-6 PRODUCTIONS INC,NY,711110.0,A65
10455,310711247,201708,32800,789,33344,10523,33344,2017-990ez,15004.800000000001,355.05,789,CINCINNATI WORLD PIANO COMPETITION INC,OH,711130.0,A68
10483,310978882,201706,42417,11063,53482,35336,53482,2017-990ez,24066.9,4978.35,11063,INDIANAPOLIS ARTS CHORALE INC,IN,711130.0,A6B
10486,311011609,201705,6648,0,10213,8493,10213,2017-990ez,4595.85,0.0,0,DEGRAFFENRIED CHORALE INC,KY,711130.0,A6B
10529,311202460,201606,42226,16142,58839,67952,58839,2017-990ez,26477.55,7263.900000000001,16142,CITYMUSIC INC,OH,711100.0,A60
10540,311277963,201606,92425,31095,123520,65775,123520,2017-990ez,55584.0,13992.75,31095,SRO THEATRE COMPANY,OH,711110.0,A65
10545,311307917,201606,10746,17114,39711,29794,39711,2017-990ez,17869.95,7701.3,17114,FALCON PRODUCTIONS INC,OH,711110.0,A65
10589,311519706,201612,0,0,0,6690,0,2017-990ez,0.0,0.0,0,WEST COAST CLASSICAL BALLET SOCIETY,CA,711120.0,A63
10601,311548517,201606,2000,52040,68933,61411,92174,2017-990ez,41478.3,23418.0,12000000,BRYAN STATION BAND ASSOCIATION,KY,711130.0,A6C
10605,311559990,201612,33622,88190,153699,158449,153699,2017-990ez,69164.55,39685.5,12000000,HUNTINGTON DANCE THEATRE LTD,WV,711120.0,A62
10620,311621256,201607,19535,5489,27345,28251,27345,2017-990ez,12305.25,2470.05,5489,LEBANON SYMPHONY ORCHESTRA AND CHORUS,OH,711130.0,A69
10636,311665145,201605,267,15159,40132,30563,40132,2017-990ez,18059.4,6821.55,15159,BELOIT CIVIC THEATRE,WI,711110.0,A65
10665,311744868,201612,1318,27120,31805,26499,34891,2017-990ez,15700.95,12204.0,12000000,ALLIANCE THEATRE,VA,711110.0,A65
10740,320159343,201606,5402,0,5402,0,5402,2017-990ez,2430.9,0.0,0,A LITTLE OPERA AMONG FRIENDS INC,KY,711130.0,A6A
10801,320370374,201612,0,0,0,0,0,2017-990ez,0.0,0.0,0,COLONIAL BEACH BLUES SOCIETY,VA,711130.0,A68
10845,326076864,201608,24891,0,24891,25578,24891,2017-990ez,11200.95,0.0,0,AND STILL WE RISE TRUST,MA,711110.0,A65
10896,330555885,201706,62554,0,62554,59151,62554,2017-990ez,28149.3,0.0,0,CANYON HILLS MUSIC CLUB,CA,711130.0,A68
10950,330844544,201612,1400,0,5339,2172,5339,2017-990ez,2402.55,0.0,0,LOS ANGELES GOSPEL MESSENGERS INCORPORATED,CA,711130.0,A6B
10967,330912872,201612,3902,0,3902,5234,3902,2017-990ez,1755.9,0.0,0,WITH THESE HANDS INC,CA,711130.0,A68
10998,331101063,201609,3336,8561,115826,116966,117374,2017-990ez,52818.3,3852.4500000000003,8561,ALLIANCE DRUM & BUGLE CORPS INC,GA,711130.0,A6C
11005,331125223,201612,0,0,0,0,0,2017-990ez,0.0,0.0,0,FUTURE STAR PRODUCTION PERFORMING ARTS AND YOUTH ENHANCEMENT PROGRAM,NY,711100.0,A60
11007,331140358,201706,14810,0,14810,12491,14810,2017-990ez,6664.5,0.0,0,LINN CHOIR BOOSTER CLUB,MO,711130.0,A6B
11034,341231676,201706,0,0,13312,859,28931,2017-990ez,13018.95,0.0,0,KENT STATE UNIVERSITY ORCHESTRA SOCIETY INC,OH,711130.0,A69
11050,341419544,201612,11726,0,11726,6850,11726,2017-990ez,5276.7,0.0,0,WILLIAM APPLING SINGERS AND ORCHESTRA INC,NY,711130.0,A69
11052,341429651,201612,0,92425,92425,92642,92425,2017-990ez,41591.25,41591.25,12000000,YOUTH EXPOSITION DANCE THEATER,OH,711120.0,A62
11068,341592957,201607,0,0,13677,17976,13677,2017-990ez,6154.650000000001,0.0,0,HOOVER VOCAL MUSIC ASSOCIATION,OH,711130.0,A6B
11099,341898616,201512,300,0,300,300,300,2017-990ez,135.0,0.0,0,BODWIN THEATRE COMPANY,OH,711110.0,A65
11166,351107764,201612,71500,0,72649,58815,72649,2017-990ez,32692.05,0.0,0,HARMONIE ASSOCIATES INC OF INDIANA,IN,711130.0,A68
11192,351664816,201706,17287,4768,34376,42941,34376,2017-990ez,15469.2,2145.6,4768,YOUTH SYMPHONY ORCHESTRA OF EAST CENTRAL INDIANA INC,IN,711130.0,A69
11193,351671483,201612,28920,0,29110,29070,29110,2017-990ez,13099.5,0.0,0,MUNCIE MUNICIPAL BAND INC,IN,711130.0,A6C
11212,351858035,201608,25389,16228,52196,49571,57536,2017-990ez,25891.2,7302.6,16228,ANDERSON AREA CHILDRENS CHOIR INC,IN,711130.0,A6B
11218,351891906,201612,3434,5057,8491,7710,8491,2017-990ez,3820.9500000000003,2275.65,12000000,VEALE CREEK PLAYERS INC,IN,711110.0,A65
11270,352190111,201612,0,0,-62,0,11955,2017-990ez,5379.75,0.0,0,PHILIPPINE CHORALE ENSEMBLE OF SAN ANTINIO FOUNDATION,TX,711130.0,A6C
11276,352216022,201608,4564,33997,40376,62992,41562,2017-990ez,18702.9,15298.65,12000000,COUNTERPOINT CHORUS INC,VT,711130.0,A6B
11293,352280647,201612,5000,31845,36845,35715,36845,2017-990ez,16580.25,14330.25,12000000,GENESIS THEATRICAL PRODUCTIONS INC,IL,711110.0,A65
11320,352366533,201612,16658,32016,48674,52237,48674,2017-990ez,21903.3,14407.2,12000000,SHASTA TAIKO,CA,711130.0,A6C
11423,362603214,201707,6103,3757,16715,41515,16715,2017-990ez,7521.75,1690.65,3757,SINGING BOYS OF ROCKFORD,IL,711130.0,A6B
11424,362802153,201706,3350,46622,49972,63345,49972,2017-990ez,22487.4,20979.9,12000000,WILLIAM FERRIS CHORALE,IL,711130.0,A6B
11471,363494193,201709,20053,0,46259,3908,46259,2017-990ez,20816.55,0.0,0,EASTERN MONTANA COMMUNITY CONCERT ASSOCIATION,MT,711130.0,A68
11478,363544373,201610,0,5536,7436,7018,7436,2017-990ez,3346.2000000000003,2491.2000000000003,12000000,WILMETTE COMMUNITY BAND 1631 ELMWOOD AVE WILMETTE ILLINOIS,IL,711130.0,A6C
11482,363564854,201608,6485,7290,22963,20639,22963,2017-990ez,10333.35,3280.5,7290,SKOKIE CONCERT CHOIR,IL,711130.0,A6B
11486,363588185,201706,15000,51165,66184,67018,66184,2017-990ez,29782.8,23024.25,12000000,HIGHLAND PARK PLAYERS,IL,711110.0,A65
11499,363673369,201612,16970,10230,33340,33292,33340,2017-990ez,15003.0,4603.5,10230,VOICES IN HARMONY INC,IL,711130.0,A6B
11532,363976731,201612,33444,9932,45046,25125,45046,2017-990ez,20270.7,4469.400000000001,9932,ADDISON CENTER FOR THE ARTS,IL,711100.0,A61
11546,364140372,201512,0,0,41461,47501,41461,2017-990ez,18657.45,0.0,0,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMPLOYEES & MOVING PICTURE,MO,711110.0,A65
11562,364265945,201606,55526,9441,64967,61343,64967,2017-990ez,29235.15,4248.45,9441,LAMPO INC,IL,711130.0,A68
11701,366110006,201606,29690,19209,58682,71462,58682,2017-990ez,26406.9,8644.050000000001,19209,WINNESHIEK PLAYERS INC,IL,711110.0,A65
11758,371312867,201612,43118,65339,117210,94877,117210,2017-990ez,52744.5,29402.55,12000000,VERMILLION PLAYERS INC,IL,711110.0,A65
11762,371320544,201508,3432,0,9867,9398,9867,2017-990ez,4440.150000000001,0.0,0,METRO EAST COMMUNITY CHORALE,IL,711130.0,A6B
11771,371364274,201612,11555,0,17240,20483,17240,2017-990ez,7758.0,0.0,0,COLLINSVILLE CHORALE INC,IL,711130.0,A6B
11859,371759574,201612,19607,0,21922,10350,92637,2017-990ez,41686.65,0.0,0,HISTORIC GRANADA OF PLAINVIEW INC,TX,711110.0,A65
11916,382006284,201612,62720,65900,186529,114429,186529,2017-990ez,83938.05,29655.0,65900,HILLSDALE COMMUNITY THEATRE INC,MI,711110.0,A65
11928,382192978,201706,42692,13138,55265,54058,63037,2017-990ez,28366.65,5912.1,13138,KALAMAZOO SINGERS,MI,711130.0,A6B
11941,382390173,201706,6558,100995,107553,97800,107553,2017-990ez,48398.85,45447.75,12000000,MANISTEE CIVIC PLAYERS,MI,711110.0,A65
11965,382604504,201706,38931,28941,104514,111293,118314,2017-990ez,53241.3,13023.45,28941,BECKRIDGE CHORALE,MI,711130.0,A6B
11976,382713948,201706,1705,23599,26657,40156,26657,2017-990ez,11995.65,10619.550000000001,12000000,THEATRE NORTH,MI,711110.0,A65
12024,383145566,201612,37677,0,37677,17746,37677,2017-990ez,16954.65,0.0,0,COURVILLE CONCERT CHOIR INC,MI,711130.0,A6B
12072,383477432,201612,0,0,0,0,0,2017-990ez,0.0,0.0,0,SUTTONS BAY JAZZFEST FOUNDATION INC,MI,711130.0,A6C
12090,383565280,201612,6000,0,6000,5955,6000,2017-990ez,2700.0,0.0,0,FANTASIA BALLET FOLKLORICO,MI,711120.0,A63
12150,383861875,201612,2318,0,2321,3290,2321,2017-990ez,1044.45,0.0,0,KLING CHAMBER ORCHESTRA INC,KY,711130.0,A69
12229,391099644,201705,0,3952,19641,17041,19641,2017-990ez,8838.45,1778.4,3952,NATIONAL SQUARE DANCE CAMPERS ASSOCIATION INC,WI,711120.0,A62
12239,391267113,201608,173556,0,173938,29658,173938,2017-990ez,78272.1,0.0,0,WAUPACA FINE ARTS FESTIVAL INCORPORATED,WI,711130.0,A6B
12296,391864005,201606,21397,40214,61617,51301,61617,2017-990ez,27727.65,18096.3,12000000,MERCURY PLAYERS INC,WI,711110.0,A65
12302,391904070,201706,15800,4737,20537,20617,20537,2017-990ez,9241.65,2131.65,4737,MADISON AREA CONCERT HANDBELLS,WI,711130.0,A68
12308,391935351,201606,41269,34697,75966,103992,75966,2017-990ez,34184.700000000004,15613.65,12000000,AFRICAN AMERICAN CHILDRENS THEATRE LTD,WI,711110.0,A65
12324,392018206,201512,5259,33378,38637,34743,38637,2017-990ez,17386.65,15020.1,12000000,PUPPET FARM ARTS,MN,711110.0,A65
12354,396078201,201706,72080,24347,94812,122649,104061,2017-990ez,46827.450000000004,10956.15,24347,KENOSHA SYMPHONY ASSOCIATION INC,WI,711130.0,A69
12393,411468140,201706,0,0,52914,55533,52914,2017-990ez,23811.3,0.0,0,ANOKA COMMUNITY CONCERT ASSOCIATION,MN,711130.0,A68
12397,411486630,201610,5968,9302,74959,74446,83033,2017-990ez,37364.85,4185.900000000001,9302,MINNESOTA LAMB & WOOL PRODUCERS INC,MN,711100.0,A61
12428,411770587,201612,0,0,25819,34861,25819,2017-990ez,11618.550000000001,0.0,0,MINNESOTA CHINESE DANCE THEATER,MN,711110.0,A65
12435,411821299,201612,9826,0,25731,15834,31376,2017-990ez,14119.2,0.0,0,ST JAMES OPERA HOUSE RESTORATION PROJECT INC,MN,711100.0,A61
12466,412014226,201612,46341,4016,50358,49489,50358,2017-990ez,22661.100000000002,1807.2,4016,GREEN T PRODUCTIONS,MN,711100.0,A60
12470,412049797,201512,270,0,270,270,270,2017-990ez,121.5,0.0,0,BOILER ROOM THEATER,TN,711110.0,A65
12497,412202341,201612,0,0,0,0,0,2017-990ez,0.0,0.0,0,MAXWELL THEATRICAL SELF IMAGE INC,MO,711110.0,A65
12509,412267109,201512,4345,0,4345,4837,4345,2017-990ez,1955.25,0.0,0,ART IN MOTION INC,NY,711120.0,A62
12541,420998308,201612,79104,42755,134579,127834,139471,2017-990ez,62761.950000000004,19239.75,42755,BIX BEIDERBECKE MEMORIAL SOCIETY,IA,711130.0,A68
12620,421625952,201706,28214,696,29076,28370,29130,2017-990ez,13108.5,313.2,696,BACH WITH VERSE,NH,711130.0,A68
12623,421662357,201612,0,0,0,0,0,2017-990ez,0.0,0.0,0,HAN WAL PRODUCTIONS NFP,IL,711130.0,A6C
12690,431162089,201706,127632,0,136574,32087,136574,2017-990ez,61458.3,0.0,0,MARSHALL PHILHARMONIC ORCHESTA INC,MO,711130.0,A69
12769,431770179,201612,15310,5083,20793,16943,20793,2017-990ez,9356.85,2287.35,5083,NORTHEAST ARTS KC,MO,711100.0,A60
12796,431945388,201612,18161,0,34786,35374,60475,2017-990ez,27213.75,0.0,0,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,MO,711130.0,A6B
12836,436050430,201705,500,0,23100,17790,23100,2017-990ez,10395.0,0.0,0,THEATRE GUILD OF WEBSTER GROVES,MO,711110.0,A65
12865,450420632,201607,18769,17224,55162,53408,63057,2017-990ez,28375.65,7750.8,17224,LAKE AGASSIZ GIRLS CHOIR INC,ND,711130.0,A6B
12875,450489167,201512,1150,0,2150,2500,2150,2017-990ez,967.5,0.0,0,OHIO YOUTH ENTERTAINERS STAGE SHOW INC,OH,711110.0,A65
12904,450862788,201612,24475,53223,78808,61358,79566,2017-990ez,35804.700000000004,23950.350000000002,12000000,MEDIATE ART GROUP,CA,711100.0,A60
12906,450918962,201612,0,103456,103456,103685,103456,2017-990ez,46555.200000000004,46555.200000000004,12000000,LINDY HOP ST LOUIS,MO,711120.0,A62
12929,451287214,201706,24924,56000,80991,80598,80991,2017-990ez,36445.950000000004,25200.0,12000000,DISCOVER MUSIC,MN,711130.0,A68
13001,452279082,201612,105016,26532,139035,120423,143917,2017-990ez,64762.65,11939.4,26532,LANDING THEATRE COMPANY,TX,711110.0,A65
13008,452305758,201612,29413,8758,43931,39733,43931,2017-990ez,19768.95,3941.1,8758,PACIFIC SHORES PHILHARMONIC FOUNDATION,CA,711130.0,A69
