,EIN,Tax Year,Name,NAME,STATE,NAICS,NTEEFINAL
6854,20641906,2019,PLANO WEST ORCHESTRA BOOSTER CLUB,PLANO WEST ORCHESTRA BOOSTER CLUB,TX,711130.0,A69
6884,20645828,2019,PROVIDENCE HIGH SCHOOL ORCHESTRA BOOSTER CLUB,PROVIDENCE HIGH SCHOOL ORCHESTRA BOOSTER CLUB,NC,711130.0,A69
6928,20652940,2019,ALABAMA DANCE COMPANY EAST,ALABAMA DANCE COMPANY EAST,AL,711120.0,A62
6936,20654158,2013,KJSMILE INC,KJSMILE INC,PA,711130.0,A68
6961,20659898,2019,TIME TRACK PRODUCTIONS,TIME TRACK PRODUCTIONS,MN,711100.0,A60
7041,20674079,2019,THORNAPPLE PLAYERS,THORNAPPLE PLAYERS,MI,711110.0,A65
7068,20678004,2018,J-BROOK PRODUCTIONS INC,J-BROOK PRODUCTIONS INC,DE,711100.0,A60
7234,20704126,2019,RIVERSIDE CHAMBER PLAYERS INC,RIVERSIDE CHAMBER PLAYERS INC,GA,711130.0,A6C
7394,20729067,2018,GO SOUNDS PAA INC,GO SOUNDS PAA INC,NV,711100.0,A60
7441,20736321,2019,LOMA LINDA SYMPHONY ORCHESTRA INC,LOMA LINDA SYMPHONY ORCHESTRA INC,CA,711130.0,A69
7449,20737091,2017,NATIONAL FEDERATION OF MUSIC CLUBS,NATIONAL FEDERATION OF MUSIC CLUBS,OR,711130.0,A68
7491,20744398,2019,NATHIFA DANCE COMPANY & OUTREACH INC,NATHIFA DANCE COMPANY & OUTREACH INC,AL,711120.0,A62
7559,20752875,2019,PENINSULA PLAYERS,PENINSULA PLAYERS,WA,711110.0,A65
7562,20753201,2017,SNAPSHOTS MUSIC AND ARTS FOUNDATION,SNAPSHOTS MUSIC AND ARTS FOUNDATION,CA,711130.0,A68
7619,20761004,2019,EASTERN BAND OF CHICKASAW INDIANS FOUNDATION INC,EASTERN BAND OF CHICKASAW INDIANS FOUNDATION INC,TN,711130.0,A6C
7768,20781135,2019,SPOTLIGHT COMPANY DANCERS INC,SPOTLIGHT COMPANY DANCERS INC,CA,711120.0,A62
7885,20793527,2019,HEART AND SOLE DANCE AND WORSHIP ARTS CENTER,HEART AND SOLE DANCE AND WORSHIP ARTS CENTER,MN,711120.0,A62
7924,20799782,2011,DANCING UNTO HIM MINISTRIES INC,DANCING UNTO HIM MINISTRIES INC,FL,711120.0,A62
7938,20802528,2019,THE FIVE LAKES SILVER BAND,THE FIVE LAKES SILVER BAND,MI,711130.0,A6C
8090,26006608,2019,CONCORD FEDERATION OF MUSICIANS LOCAL 374 AMERICAN FED OF,CONCORD FEDERATION OF MUSICIANS LOCAL 374 AMERICAN FED OF,NH,711130.0,A68
8112,26007467,2019,NEVERS SECOND REGIMENT BAND,NEVERS SECOND REGIMENT BAND,NH,711130.0,A6C
8265,26012570,2019,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,NH,711130.0,A6B
8267,26012577,2019,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,NH,711130.0,A6B
8277,26012671,2018,ROCKINGHAM CHORAL SOCIETY INC,ROCKINGHAM CHORAL SOCIETY INC,NH,711130.0,A6B
8293,26012752,2018,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,NH,711130.0,A6B
8336,26013968,2010,SOCIETY FOR THE PRESERVATION AND ENCOURAGEMENT OF BARBERSHOP QUART,SOCIETY FOR THE PRESERVATION AND ENCOURAGEMENT OF BARBERSHOP QUART,NH,711130.0,A6B
8561,30221811,2019,QUEEN CITY TANGO INC,QUEEN CITY TANGO INC,VT,711120.0,A62
8583,30231251,2019,THEATRE GROUP LTD,THEATRE GROUP LTD,VT,711110.0,A65
8589,30237947,2009,PENTANGLE,PENTANGLE,VT,711100.0,A61
8591,30241423,2019,DAVID S MILLSTONE ARTS FOUNDATION INC,DAVID S MILLSTONE ARTS FOUNDATION INC,GA,711100.0,A61
8603,30262170,2019,BURLINGTON CHORAL SOCIETY,BURLINGTON CHORAL SOCIETY,VT,711130.0,A6B
8614,30263222,2016,NORTH COUNTRY CHORUS INC,NORTH COUNTRY CHORUS INC,VT,711130.0,A6B
8657,30271274,2018,DANCE INC,DANCE INC,VT,711120.0,A62
8665,30272304,2019,THETFORD CHAMBER SINGERS,THETFORD CHAMBER SINGERS,VT,711130.0,A6B
8672,30273022,2018,UPPER VALLEY COMMUNITY BAND,UPPER VALLEY COMMUNITY BAND,VT,711130.0,A6C
8684,30275088,2018,WHITE RIVER VALLEY PLAYERS INC,WHITE RIVER VALLEY PLAYERS INC,VT,711110.0,A65
8696,30276756,2019,ACTORS THEATRE OF BRATTLEBORO,ACTORS THEATRE OF BRATTLEBORO,VT,711110.0,A65
8714,30279931,2018,ST ANDREWS HIGHLAND DANCERS,ST ANDREWS HIGHLAND DANCERS,VT,711120.0,A62
8746,30285348,2018,ST JOHNSBURY BAND LTD,ST JOHNSBURY BAND LTD,VT,711130.0,A6C
8755,30287480,2019,SUMMER MUSIC FROM GREENSBORO INC,SUMMER MUSIC FROM GREENSBORO INC,VT,711130.0,A68
8788,30296293,2019,International Alliance of Theatrical Stage Employees Local 919,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMPLOYEES & MOVING PICTURE M,VT,711110.0,A65
8793,30297488,2019,VERMONT OPERA THEATER,VERMONT OPERA THEATER,VT,711130.0,A6A
8802,30300770,2019,PHANTOM THEATER INC,PHANTOM THEATER INC,VT,711110.0,A65
8840,30305670,2019,GREATER BURLINGTON MULTICULTURAL RESOURCE CENTER,GREATER BURLINGTON MULTICULTURAL RESOURCE CENTER,VT,711130.0,A6A
8858,30312431,2019,ESSEX CHILDRENS CHOIR OF VERMONT INC,ESSEX CHILDRENS CHOIR OF VERMONT INC,VT,711130.0,A6B
8907,30324408,2019,GREEN CANDLE THEATRE COMPANY,GREEN CANDLE THEATRE COMPANY,VT,711110.0,A65
8927,30327401,2018,VERMONT CHILDRENS THEATER INC,VERMONT CHILDRENS THEATER INC,VT,711110.0,A65
8948,30330006,2017,WAREBROOK CONTEMPORARY MUSIC FESTIVAL,WAREBROOK CONTEMPORARY MUSIC FESTIVAL,VT,711130.0,A68
8984,30335262,2019,COLCHESTER COMMUNITY CHORUS,COLCHESTER COMMUNITY CHORUS,VT,711130.0,A6B
9028,30340687,2019,BENNINGTON CHILDRENS CHORUS,BENNINGTON CHILDRENS CHORUS,VT,711130.0,A6B
9044,30343127,2019,CHESTER COMMUNITY ALLIANCE INC,CHESTER COMMUNITY ALLIANCE INC,VT,711100.0,A60
9062,30345514,2019,WATERBURY COMMUNITY BAND,WATERBURY COMMUNITY BAND,VT,711130.0,A6C
9106,30350773,2019,FRIENDS OF THE YANKEE BRASS INC,FRIENDS OF THE YANKEE BRASS INC,VT,711100.0,A60
9148,30354678,2018,GREEN MOUNTAIN CREATIVE DANCE CENTER INC,GREEN MOUNTAIN CREATIVE DANCE CENTER INC,VT,711120.0,A62
9167,30356573,2018,HINESBURG ARTIST SERIES INCORPORATED,HINESBURG ARTIST SERIES INCORPORATED,VT,711130.0,A68
9173,30357307,2019,MONTPELIER CHAMBER ORCHESTRA SOCIETY INC,MONTPELIER CHAMBER ORCHESTRA SOCIETY INC,VT,711130.0,A69
9175,30357382,2018,FIREFLY PRODUCTIONS INC,FIREFLY PRODUCTIONS INC,WA,711110.0,A65
9256,30363859,2018,MUSE OF FIRE THEATRE COMPANY,MUSE OF FIRE THEATRE COMPANY,VA,711110.0,A65
9273,30365102,2019,NEW MOONS RISING INC,NEW MOONS RISING INC,OH,711100.0,A60
9274,30365137,2019,WHITE ROCK PRODUCTIONS INC,WHITE ROCK PRODUCTIONS INC,VT,711110.0,A65
9286,30366317,2019,OPERA THEATRE IN WESTON,OPERA THEATRE IN WESTON,VT,711130.0,A6A
9311,30368396,2019,BRANDON CHILDRENS MUSIC FUND INC,BRANDON CHILDRENS MUSIC FUND INC,VT,711130.0,A68
9335,30370155,2019,CATAMOUNT PIPE BAND INC,CATAMOUNT PIPE BAND INC,VT,711130.0,A6C
9345,30370820,2019,COUNTRY DANCE AND SONG SOCIETY INC,COUNTRY DANCE AND SONG SOCIETY INC,VT,711120.0,A62
9356,30372168,2018,GREEN MOUNTAIN FIFE AND DRUM CORPS,GREEN MOUNTAIN FIFE AND DRUM CORPS,VT,711130.0,A6C
9361,30372676,2019,SOCIAL BAND INC,SOCIAL BAND INC,VT,711130.0,A6C
9363,30372743,2019,SOUTH WINDSOR COMMUNITY CHORUS INC,SOUTH WINDSOR COMMUNITY CHORUS INC,CT,711130.0,A6B
9379,30375511,2019,BRATTLEBORO WOMENS CHORUS INC,BRATTLEBORO WOMENS CHORUS INC,VT,711130.0,A6B
9381,30375784,2019,RAINSHADOW CHORALE,RAINSHADOW CHORALE,WA,711130.0,A6B
9415,30380693,2019,THEATRE FOR CHANGE INC,THEATRE FOR CHANGE INC,NY,711110.0,A65
9463,30390058,2007,BALLET RENAISSANCE,BALLET RENAISSANCE,CO,711120.0,A63
9474,30391852,2014,PERPETUAL MOTION MODERN DANCE OKLAHOMA INC,PERPETUAL MOTION MODERN DANCE OKLAHOMA INC,OK,711120.0,A62
9510,30397970,2019,CLEVELAND CITY COUNTRY DANCERS,CLEVELAND CITY COUNTRY DANCERS,OH,711120.0,A62
9517,30399785,2019,STR8-N-UP PRODUCTIONS,STR8-N-UP PRODUCTIONS,DC,711110.0,A65
9524,30400891,2018,ENCORE DANCE THEATRE INC,ENCORE DANCE THEATRE INC,GA,711120.0,A62
9559,30407041,2018,DEBORAH BIRRANE-DANCE,DEBORAH BIRRANE-DANCE,WA,711120.0,A62
9579,30410477,2016,RENEGADE THEATRE EXPERIMENT,RENEGADE THEATRE EXPERIMENT,CA,711110.0,A65
9584,30411229,2018,NOTE-ABLE SINGERS,NOTE-ABLE SINGERS,MN,711130.0,A6B
9607,30414966,2017,SAMAVESHA,SAMAVESHA,CA,711130.0,A68
9642,30422472,2019,DHARMA ROAD PRODUCTIONS INC,DHARMA ROAD PRODUCTIONS INC,NY,711100.0,A60
9693,30430814,2019,NORTH TEXAS MIDDLE EASTERN DANCE ASSOCIATION INC,NORTH TEXAS MIDDLE EASTERN DANCE ASSOCIATION INC,TX,711120.0,A62
9708,30434567,2019,PROJECT IMAGINATION INC,PROJECT IMAGINATION INC,FL,711110.0,A65
9709,30434639,2019,SPARTAN CHORAL ASSOCIATION,SPARTAN CHORAL ASSOCIATION,WA,711130.0,A6B
9794,30446962,2019,NORTHWINDS HOMESCHOOL BAND,NORTHWINDS HOMESCHOOL BAND,WA,711130.0,A6C
9831,30453079,2019,Kol Neshama Inc,KOL NESHAMA INC,CA,711100.0,A60
9922,30468650,2018,CONCERTS IN THE HEIGHTS INC,CONCERTS IN THE HEIGHTS INC,NY,711130.0,A68
9942,30472996,2019,CLIFTON MUSTANG BAND ALUMNI ASSOCIATION INC,CLIFTON MUSTANG BAND ALUMNI ASSOCIATION INC,NJ,711130.0,A6C
9955,30475352,2019,PONTIAC BAY SYMPHONY ORCHESTRA,PONTIAC BAY SYMPHONY ORCHESTRA,WA,711130.0,A69
9987,30481445,2019,SONNET REPERTORY THEATRE INC,SONNET REPERTORY THEATRE INC,NY,711110.0,A65
10033,30489294,2019,PONTOTOC COMMUNITY THEATER INC,PONTOTOC COMMUNITY THEATER INC,MS,711110.0,A65
10047,30491739,2017,COURT THEATRE PROJECT INC,COURT THEATRE PROJECT INC,CA,711110.0,A65
10078,30498176,2019,VIRGINIA CIVIC BALLET,VIRGINIA CIVIC BALLET,VA,711120.0,A63
10112,30504853,2019,ORCHARD PARK CHORALE INC,ORCHARD PARK CHORALE INC,NY,711130.0,A6B
10137,30510072,2019,GARAGE THEATRE,GARAGE THEATRE,CA,711110.0,A65
10146,30511469,2019,OFF STAGE PRODUCTIONS INC,OFF STAGE PRODUCTIONS INC,OH,711110.0,A65
10149,30511851,2019,SUGAR CANES,SUGAR CANES,GA,711130.0,A6B
10188,30520389,2018,VALMAC PRODUCTIONS INC,VALMAC PRODUCTIONS INC,NY,711130.0,A6A
10194,30521257,2019,CANTAMORE INC,CANTAMORE INC,CA,711130.0,A6B
10199,30521566,2019,JB SPIRITUAL SINGERS,JB SPIRITUAL SINGERS,NC,711130.0,A6B
10222,30524329,2018,MUSICIANS EMERGENCY RESOURCE FOUNDATION INC,MUSICIANS EMERGENCY RESOURCE FOUNDATION INC,KY,711130.0,A68
10228,30524982,2018,GENERATION FOR CREATION,GENERATION FOR CREATION,TN,711110.0,A65
10237,30526645,2018,CAPPIES OF GREATER CINCINNATI,CAPPIES OF GREATER CINCINNATI,OH,711110.0,A65
10319,30538665,2017,NEW YORK INNOVATIVE THEATRE AWARDS,NEW YORK INNOVATIVE THEATRE AWARDS,NY,711110.0,A65
10328,30539644,2010,THEATER MITU INC,THEATER MITU INC,NY,711110.0,A65
10403,30550473,2019,GRANITE STATE BLUES SOCIETY,GRANITE STATE BLUES SOCIETY,NH,711130.0,A68
10416,30552352,2019,EAST CENTRAL INDIANA CHAMBER ORCHESTRA,EAST CENTRAL INDIANA CHAMBER ORCHESTRA,IN,711130.0,A69
10458,30560357,2019,COUNTRY DANCE & SONG SOCIETY INC,COUNTRY DANCE & SONG SOCIETY INC,FL,711120.0,A62
10506,30566650,2019,PERFORMING ARTS CLUB OF CHINESE AMERICAN IN GREATER CHICAGO,PERFORMING ARTS CLUB OF CHINESE AMERICAN IN GREATER CHICAGO,IL,711100.0,A60
10561,30575512,2018,THE GREENVILLE MUNICIPAL CONCERT BAND INC,THE GREENVILLE MUNICIPAL CONCERT BAND INC,OH,711130.0,A6C
10580,30578332,2019,CARITAS VOCAL ENSEMBLE,CARITAS VOCAL ENSEMBLE,MN,711130.0,A68
10614,30582243,2019,LAKES AREA PLAYERS,LAKES AREA PLAYERS,IN,711110.0,A65
10643,30585827,2019,NOTABLES SINGERS INC,NOTABLES SINGERS INC,NJ,711130.0,A6B
10661,30588113,2019,LOCHIEL EMERALD SOCIETY PIPES AND DRUMS,LOCHIEL EMERALD SOCIETY PIPES AND DRUMS,PA,711130.0,A68
10664,30588291,2019,Lancaster Community Orchestra,LANCASTER COMMUNITY ORCHESTRA,CA,711130.0,A69
10724,30595249,2019,FIGMENTS INC,FIGMENTS INC,CT,711120.0,A62
10756,30598236,2016,TRADITIONAL AMERICAN MUSIC PROJECT INC,TRADITIONAL AMERICAN MUSIC PROJECT INC,NV,711130.0,A68
10818,30607173,2019,PROFESSIONAL WOMEN'S THEATER INC,PROFESSIONAL WOMENS THEATER INC,NJ,711110.0,A65
10843,30609535,2019,DARE TO DREAM THEATRE INC,DARE TO DREAM THEATRE INC,WI,711110.0,A65
11041,36011293,2019,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,VT,711130.0,A6C
11059,36011523,2019,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,DE,711130.0,A6B
11130,36025765,2018,MARBLE VALLEY PLAYERS,MARBLE VALLEY PLAYERS,VT,711110.0,A65
11147,40821787,2017,OPENAIR THEATER INC,OPENAIR THEATER INC,MA,711110.0,A65
11235,41691887,2016,AMERICAN FEDERATION OF MUSICIANS LO CAL 138343 BROCKTON NORWOOD,AMERICAN FEDERATION OF MUSICIANS LO CAL 138343 BROCKTON NORWOOD,MA,711130.0,A68
11280,42046109,2019,AMERICAN FEDERATION OF MUSICIANS OF US & CANADA,AMERICAN FEDERATION OF MUSICIANS OF US & CANADA,MA,711130.0,A68
11281,42050624,2019,AMERICAN FEDERATION OF MUSICIANS OF US & CANADA,AMERICAN FEDERATION OF MUSICIANS OF US & CANADA,MA,711130.0,A68
11283,42051402,2019,AMERICAN FEDERATION OF MUSICIANS OF THE US & CANADA,AMERICAN FEDERATION OF MUSICIANS OF THE US & CANADA,MA,711130.0,A68
11284,42052077,2019,AMERICAN FEDERATION OF MUSICIANS OF THE US & CANADA,AMERICAN FEDERATION OF MUSICIANS OF THE US & CANADA,MA,711130.0,A68
11395,42395407,2018,SWEET ADELINES INTERNATIONAL,SWEET ADELINES INTERNATIONAL,MA,711130.0,A6B
11413,42447989,2019,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,MA,711130.0,A6B
11414,42448095,2017,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,MA,711130.0,A68
11438,42498078,2018,QUABBIN COMMUNITY BAND AUXILIARY INC,QUABBIN COMMUNITY BAND AUXILIARY INC,MA,711130.0,A6C
11468,42544963,2018,NEPONSET CHORAL SOCIETY INC,NEPONSET CHORAL SOCIETY INC,MA,711130.0,A6B
11485,42575587,2018,MOHAWK HIGH MUSIC ASSOCIATION,MOHAWK HIGH MUSIC ASSOCIATION,MA,711130.0,A68
11489,42576764,2017,OLD STOUGHTON MUSICAL SOCIETY,OLD STOUGHTON MUSICAL SOCIETY,MA,711130.0,A68
11591,42616982,2015,KODALY CENTER OF AMERICA,KODALY CENTER OF AMERICA,MA,711130.0,A68
11640,42626748,2012,BILLERICA FRIENDS OF MUSIC ASSOC INC,BILLERICA FRIENDS OF MUSIC ASSOC INC,MA,711130.0,A6B
11687,42640032,2019,HARMONY INC,HARMONY INC,MA,711130.0,A68
11704,42645984,2018,MASTER SINGERS INC,MASTER SINGERS INC,MA,711130.0,A6B
11723,42652982,2016,CITATION DRUM AND BUGLE CORPS ASSOCIATION INC,CITATION DRUM AND BUGLE CORPS ASSOCIATION INC,MA,711130.0,A68
11779,42667171,2019,Rebecca Rice Dance Inc,REBECCA RICE DANCE INC,MA,711120.0,A62
11803,42670249,2019,DANCE PROJECTS INC,DANCE PROJECTS INC,NY,711120.0,A62
11813,42673528,2018,REVONTULET INC,REVONTULET INC,MA,711100.0,A60
11831,42678308,2018,BOSTON RECORDER SOCIETY INC,BOSTON RECORDER SOCIETY INC,MA,711130.0,A68
11846,42680653,2019,VOICE OF THE TURTLE INC,VOICE OF THE TURTLE INC,MA,711130.0,A68
11907,42697144,2019,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,MA,711130.0,A6B
11945,42704774,2012,NEW ENGLAND CLASSICAL SINGERS INC,NEW ENGLAND CLASSICAL SINGERS INC,MA,711130.0,A6B
11952,42707110,2018,NEIGHBORHOOD CHILDRENS THEATRE OF BOSTON INC,NEIGHBORHOOD CHILDRENS THEATRE OF BOSTON INC,MA,711110.0,A65
11954,42707982,2018,BERKSHIRE LYRIC THEATRE INC,BERKSHIRE LYRIC THEATRE INC,MA,711120.0,A63
11958,42710093,2019,YOUTH PRO MUSICA,YOUTH PRO MUSICA,MA,711130.0,A6B
11960,42710163,2018,BENITA BIKES DANCEART INC,BENITA BIKES DANCEART INC,CA,711120.0,A62
11983,42719228,2018,DA CAMERA SINGERS,DA CAMERA SINGERS,MA,711130.0,A6B
12004,42725631,2018,METROWEST SYMPHONY ORCHESTRA INC,METROWEST SYMPHONY ORCHESTRA INC,MA,711130.0,A69
12014,42730274,2019,EDSARDA INC,EDSARDA INC,CT,711100.0,A60
12020,42730730,2007,MEETING HOUSE CHAMBER MUSIC FESTIVAL INC,MEETING HOUSE CHAMBER MUSIC FESTIVAL INC,MA,711130.0,A6C
12029,42734117,2008,TAUNTON CITY BAND INC,TAUNTON CITY BAND INC,MA,711130.0,A6C
12036,42736717,2018,NORTHBOROUGH SOUTHBOROUGH MUSIC ASSOCIATION INC,NORTHBOROUGH SOUTHBOROUGH MUSIC ASSOCIATION INC,MA,711130.0,A68
12044,42738395,2019,WOODS HOLE FOLK MUSIC SOCIETY LIMITED,WOODS HOLE FOLK MUSIC SOCIETY LIMITED,MA,711130.0,A6C
12058,42741145,2007,EAST EUROPEAN RESEARCH CENTER INC,EDUCATIONAL ENRICHMENT FOR ROMANIAN CHILDREN INC,MA,711100.0,A60
12062,42742234,2019,QUINCY CHORAL SOCIETY LTD,QUINCY CHORAL SOCIETY LTD,MA,711130.0,A6B
12076,42743412,2019,LITHUANIAN FOLK DANCE GROUP INC,LITHUANIAN FOLK DANCE GROUP INC,MA,711120.0,A62
12108,42752654,2019,THE AMERICAN MUSEUM OF VAUDEVILLE INC,THE AMERICAN MUSEUM OF VAUDEVILLE INC,NM,711110.0,A65
12121,42756974,2019,OPERA BOSTON INC C/O GREGORY BULGER,OPERA BOSTON INC,MA,711130.0,A6A
12127,42760401,2019,CHAMINADE OPERA GROUP INC,CHAMINADE OPERA GROUP INC,MA,711130.0,A6A
12131,42761097,2019,HOLYOKE CALEDONIAN PIPE BAND INC,HOLYOKE CALEDONIAN PIPE BAND INC,MA,711130.0,A6C
12132,42761804,2008,THE GREATER NEW BEDFORD CHORAL SOCIETY INC,THE GREATER NEW BEDFORD CHORAL SOCIETY INC,MA,711130.0,A6B
12148,42767252,2018,THE VALLEY REPERTORY COMPANY INC,THE VALLEY REPERTORY COMPANY INC,CT,711110.0,A65
12154,42767580,2019,ANDOVER BAND ASSOCIATION INC,ANDOVER BAND ASSOCIATION INC,MA,711130.0,A6C
12196,42776522,2019,BOSTON THEATER GROUP INC,BOSTON THEATER GROUP INC,MA,711110.0,A65
12226,42785340,2010,DANCEVISIONS INC,DANCEVISIONS INC,MA,711120.0,A62
12230,42786806,2019,SOUTHEASTERN PHILHARMONIC ORCHESTRA INC,SOUTHEASTERN PHILHARMONIC ORCHESTRA INC,MA,711130.0,A69
12277,42802503,2010,SWEET ADELINES INTERNATIONAL,SWEET ADELINES INTERNATIONAL,MA,711130.0,A6B
12278,42802625,2019,GROTON THEATRE INC,GROTON THEATRE INC,MA,711110.0,A65
12292,42813193,2019,VINEYARD SINFONIETTA INC,VINEYARD SINFONIETTA INC,MA,711100.0,A60
12315,42835148,2017,HIGHLAND JAZZ INC,HIGHLAND JAZZ INC,MA,711130.0,A6C
12318,42839878,2019,THE HARVARD TOWN BAND INC,THE HARVARD TOWN BAND INC,MA,711130.0,A6C
12353,42874912,2019,ASHMONT HILL CHAMBER MUSIC INC,ASHMONT HILL CHAMBER MUSIC INC,MA,711130.0,A6C
12374,42887293,2019,PARKWAY CONCERT ORCHESTRA INC,PARKWAY CONCERT ORCHESTRA INC,MA,711130.0,A69
12391,42898457,2019,COMMONWEALTH VINTAGE DANCERS,COMMONWEALTH VINTAGE DANCERS,MA,711120.0,A62
12392,42898460,2019,CAMPBELL HIGHLANDERS,CAMPBELL HIGHLANDERS,MA,711100.0,A60
12393,42898638,2019,JAZZ COMPOSERS ALLIANCE INC,JAZZ COMPOSERS ALLIANCE INC,MA,711130.0,A6C
12452,42914709,2009,BELLINGHAM CHILDRENS THEATER INC,BELLINGHAM CHILDRENS THEATER INC,MA,711110.0,A65
12477,42933201,2019,LEXINGTON POPS CHORUS,LEXINGTON POPS CHORUS,MA,711130.0,A6B
12490,42936324,2017,VIDEMUS INC,VIDEMUS INC,MI,711130.0,A68
12495,42938886,2019,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,MA,711130.0,A6B
12497,42939568,2018,FREEDOM TRAIL BAND INCORPORATED,FREEDOM TRAIL BAND INCORPORATED,MA,711130.0,A6C
12554,42976600,2019,SCOTTISH DANCE AND CULTURAL EDUCATION ASSOCIATION OF BOSTON IN,SCOTTISH DANCE AND CULTURAL EDUCATION ASSOCIATION OF BOSTON IN,MA,711120.0,A62
12594,42998644,2019,SHEA COMMUNITY THEATER INC,SHEA COMMUNITY THEATER INC,MA,711100.0,A61
12616,43008633,2019,LONGWOOD OPERA INC,LONGWOOD OPERA INC,MA,711130.0,A6A
12663,43031912,2018,SWANSEA COMMUNITY MUSICIANS INC,SWANSEA COMMUNITY MUSICIANS INC,MA,711130.0,A68
12679,43040351,2019,SHARON COMMUNITY BAND INC,SHARON COMMUNITY BAND INC,MA,711130.0,A6C
12684,43041985,2019,DANCES BY ISADORA INC,DANCES BY ISADORA INC,NY,711120.0,A62
12686,43042561,2018,CAMBRIDGE MADRIGAL SINGERS,CAMBRIDGE MADRIGAL SINGERS,MA,711130.0,A6B
12705,43052506,2012,WORCESTER KILTIE BAND INC,WORCESTER KILTIE BAND INC,MA,711130.0,A6C
12727,43060347,2018,PILGRIM THEATRE RESEARCH AND PERFORMANCE COLLABORATIVE INC,PILGRIM THEATRE RESEARCH AND PERFORMANCE COLLABORATIVE INC,MA,711110.0,A65
12746,43065683,2019,BERKSHIRE HIGHLANDERS INC,BERKSHIRE HIGHLANDERS INC,MA,711130.0,A68
12754,43069466,2018,HULL PERFORMING ARTS INC,HULL PERFORMING ARTS INC,MA,711100.0,A60
12794,43086937,2019,BOSTON MICROTONAL SOCIETY INC,BOSTON MICROTONAL SOCIETY INC,MA,711110.0,A65
12802,43090106,2018,THE LOWELL PHILHARMONIC ORCHESTRA LTD,THE LOWELL PHILHARMONIC ORCHESTRA LTD,MA,711130.0,A69
12818,43095401,2019,HARMONY INC,HARMONY INC,MA,711130.0,A68
12843,43099468,2019,CAPE COD PIPE BAND INC,CAPE COD PIPE BAND INC,MA,711130.0,A6C
12850,43100806,2019,CAPE COD CHAMBER ENSEMBLE INC,CAPE COD CHAMBER ENSEMBLE INC,MA,711130.0,A6C
12906,43112318,2018,BOSTON THEATER CRITICS ASSOCIATION INC,BOSTON THEATER CRITICS ASSOCIATION INC,MA,711110.0,A65
12936,43121389,2018,ASIA ON STAGE,ASIA ON STAGE,MA,711110.0,A65
12946,43124127,2019,CENTASTAGE,CENTASTAGE,MA,711110.0,A65
12966,43128725,2018,DOWN EAST DANCERS INC,DOWN EAST DANCERS INC,MA,711110.0,A65
12989,43133146,2019,BOSTON RECORDS CLASSICAL CORPORATIO,BOSTON RECORDS CLASSICAL CORPORATIO,MA,711100.0,A60
12999,43135895,2019,THE LEOMINSTER COLONIAL BAND INC,THE LEOMINSTER COLONIAL BAND INC,MA,711130.0,A6C
13059,43150290,2019,CONVIVIUM MUSICUM,CONVIVIUM MUSICUM,MA,711130.0,A68
13064,43150793,2007,SOUNDS OF STOW INC,SOUNDS OF STOW INC,MA,711130.0,A68
13090,43157168,2019,WAKEFIELD REPERTORY THEATRE INC,WAKEFIELD REPERTORY THEATRE INC,MA,711110.0,A65
13093,43157228,2019,PAYSON PARK MUSIC FESTIVAL,PAYSON PARK MUSIC FESTIVAL,MA,711130.0,A68
13206,43179969,2018,SUGAN THEATER COMPANY INC,SUGAN THEATER COMPANY INC,MA,711110.0,A65
13221,43184662,2019,Maudslay Arts Center Inc,MAUDSLAY ARTS CENTER INC,MA,711100.0,A60
13258,43192571,2018,MANCHESTER SUMMERSTAGE INCORPORATED,MANCHESTER SUMMERSTAGE INCORPORATED,MA,711100.0,A61
13271,43197467,2019,DELVENA THEATRE COMPANY,DELVENA THEATRE COMPANY,MA,711110.0,A65
