,100_of_Earned_upto_45_Gross_max_10m,45_of_Earned_max_10m,45_of_Gross_max_10m,EIN,Number of employees,Source,contributed_rev,earned_program_service_rev,gross_rev,tax_pd,total_exp,total_rev,NAME,STATE,NAICS,NTEEFINAL
7631,0.0,0.0,543.6,232529571,0,2017-990ez,0,0,1208,201612,386,1208,LANCASTER COUNTY FOLK MUSIC AND FIDDLERS SOCIETY LCFMFS,PA,711130.0,A6C
7694,0.0,0.0,1737.45,236283567,0,2017-990ez,0,0,3861,201512,5208,3861,THE WYOMISSING BAND OF WYOMISSING PA,PA,711130.0,A6C
7702,9172.0,4127.400000000001,16518.600000000002,236298352,0,2017-990ez,702,9172,36708,201704,29627,33103,SWEET ADELINES INTERNATIONAL,PA,711130.0,A6B
7703,0.0,0.0,18230.4,236299561,0,2017-990ez,500,0,40512,201708,30310,40512,NORTHEAST REGIONAL BALLET FESTIVAL ASSOCIATION,PA,711120.0,A63
7811,500.0,225.0,17659.8,237089743,0,2017-990ez,13240,500,39244,201706,38511,39244,MUSIC AND ART DEVELOPMENT INC,MA,711130.0,A68
7813,22173.0,9977.85,36964.8,237091951,0,2017-990ez,20192,22173,82144,201706,69225,81878,HUDSON CHORALE INC,NY,711130.0,A6B
7843,11283.0,5077.35,14486.85,237113774,0,2017-990ez,10820,11283,32193,201706,34454,32193,MERRIMACK VALLEY PHILHARMONIC SOCIETY INC,MA,711130.0,A69
7915,0.0,0.0,12645.0,237155007,0,2017-990ez,28100,0,28100,201609,33064,28100,SELMA COMMUNITY CONCERTS ASSOCIATION,AL,711130.0,A68
7923,83117.25,43416.0,83117.25,237161090,0,2017-990ez,11180,96480,184705,201612,160337,184705,AUTOMATIC MUSICAL INSTRUMENT COLLECTORS ASSOCIATION,PA,711130.0,A68
7943,12588.0,5664.6,12797.550000000001,237175528,0,2017-990ez,12651,12588,28439,201606,24848,28439,RIDGEWOOD GILBERT AND SULLIVAN OPERA CO,NJ,711130.0,A6A
7982,0.0,0.0,0.0,237212270,0,2017-990ez,0,0,0,201512,2028,0,AMERICAN CONCERT ASSOCIATION,CA,711130.0,A6C
8054,10840.5,9756.45,10840.5,237307890,0,2017-990ez,2409,21681,24090,201612,24090,24090,CALVARY SINGERS INC,TX,711130.0,A6B
8104,20220.3,15122.7,20220.3,237367344,0,2017-990ez,11328,33606,44934,201612,53522,44934,WAUSAU DANCE THEATRE INCORPORATED,WI,711120.0,A63
8122,75.0,33.75,180.0,237379261,0,2017-990ez,325,75,400,201706,475,400,METROPOLITAN GREEK CHORALE,NY,711130.0,A6B
8154,23528.0,10587.6,24699.600000000002,237420693,0,2017-990ez,14905,23528,54888,201612,42203,51880,COMMUNITY CHILDRENS THEATRE OF FORT SMITH,AR,711110.0,A65
8178,6112.35,5045.400000000001,6112.35,237440840,0,2017-990ez,2371,11212,13583,201606,13551,13583,DANCIN UNLIMITED,VA,711110.0,A65
8296,62334.9,48074.4,62334.9,250855196,0,2017-990ez,16948,106832,138522,201612,134074,131764,STATE COLLEGE COMMUNITY THEATRE INC,PA,711110.0,A65
8319,46765.35,35680.950000000004,46765.35,251432270,0,2017-990ez,8586,79291,103923,201612,84755,99868,STAGE 62,PA,711110.0,A65
8438,0.0,0.0,153.45000000000002,260360547,0,2017-990ez,341,0,341,201612,412,341,KAREN REEDY DANCE INC,VA,711120.0,A62
8487,17395.2,9377.1,17395.2,260751728,0,2017-990ez,17818,20838,38656,201606,40405,38656,BAD HABIT PRODUCTIONS INCORPORATED,MA,711110.0,A65
8504,1000.0,450.0,1026.0,260857776,0,2017-990ez,1280,1000,2280,201612,6341,2280,FLORENCE MENS CHORAL SOCIETY,SC,711130.0,A6B
8526,0.0,0.0,0.0,261145920,0,2017-990ez,0,0,0,201512,0,0,VAN WERT COMMUNITY BAND INC,OH,711130.0,A6C
8536,0.0,0.0,3821.4,261196143,0,2017-990ez,8492,0,8492,201612,9905,8492,PRODUCTION COMPANY LA INC,CA,711110.0,A65
8542,0.0,0.0,2.25,261223414,0,2017-990ez,0,0,5,201612,231,5,KANSAS CITY FAMILY MUSIC FEST,MO,711130.0,A68
8556,10134.45,6244.650000000001,10134.45,261317121,0,2017-990ez,8644,13877,22521,201612,20398,22521,READINGTON COMMUNITY THEATRE,NJ,711110.0,A65
8561,822.0,369.90000000000003,39531.15,261323620,0,2017-990ez,87025,822,87847,201612,27092,87847,MUSICAL OLYMPUS FOUNDATION INC,NY,711130.0,A68
8573,0.0,0.0,47400.3,261374149,0,2017-990ez,105334,0,105334,201609,117682,105334,ENVISION PERFORMING ARTS INC,NV,711100.0,A60
8578,8159.400000000001,4079.7000000000003,8159.400000000001,261406507,0,2017-990ez,0,9066,18132,201706,7887,18132,NATIONAL FEDERATION OF MUSIC CLUBS,OR,711130.0,A68
8611,3783.0,1702.3500000000001,6458.400000000001,261577094,0,2017-990ez,8567,3783,14352,201512,9644,14352,FULL CIRCLE PRODUCTIONS INC,NY,711120.0,A62
8612,12515.0,5631.75,14400.0,261579932,0,2017-990ez,19485,12515,32000,201612,28609,32000,IMPACT DANCE COMPANY,CO,711120.0,A62
8620,0.0,0.0,0.0,261632570,0,2017-990ez,0,0,0,201706,0,0,MUSIC NATIONAL SERVICE INITIATIVE,CA,711130.0,A68
8631,0.0,0.0,11595.15,261732324,0,2017-990ez,25767,0,25767,201612,84499,24095,INSTITUTE FOR SUSTAINABLE BUILDING PERFORMANCE,CA,711100.0,A60
8676,0.0,0.0,39281.85,262024022,0,2017-990ez,64955,0,87293,201612,149161,85762,GROWING HOPE FOUNDATION 7208 15TH AVE,FL,711130.0,A68
8688,20254.5,20254.5,20254.5,262121051,0,2017-990ez,0,45010,45010,201608,46363,45010,DANCE BOX THEATER INC,MD,711120.0,A62
8751,0.0,0.0,23882.4,262505389,0,2017-990ez,52981,0,53072,201703,46851,53072,BONITA SPRINGS CONCERT BAND INC,FL,711130.0,A6C
8756,5050.0,2272.5,16160.85,262522806,0,2017-990ez,30822,5050,35913,201607,19381,35913,THE ST HELENA COMMUNITY BAND,CA,711130.0,A6C
8758,0.0,0.0,0.0,262524569,0,2017-990ez,0,0,0,201612,0,0,MUSIQUE DU JOUR,ME,711130.0,A68
8831,0.0,0.0,9455.85,262980328,0,2017-990ez,12076,0,21013,201706,18253,18388,KALAMAZOO COMMUNITY CHORALE,MI,711130.0,A6B
8921,13203.45,10322.1,13203.45,263521502,0,2017-990ez,850,22938,29341,201606,33931,29341,LONG ISLAND GAY MENS CHORUS,NY,711130.0,A6B
8933,6815.0,3066.75,22736.25,263555683,0,2017-990ez,43710,6815,50525,201706,46997,50525,SINFONIETTA OF RIVERDALE,NY,711130.0,A6C
8945,3956.4,3153.6,3956.4,263626054,0,2017-990ez,1784,7008,8792,201512,1550,8792,SILVER MOON THEATRE,CA,711110.0,A65
8965,0.0,0.0,22475.7,263683007,0,2017-990ez,49946,0,49946,201612,55583,49946,SERVANTS HEART MINISTRY CORPORATION,TN,711130.0,A6C
8978,0.0,0.0,37930.5,263766751,0,2017-990ez,65990,0,84290,201612,77611,84290,PAI CHAI MENS CHORALE,CA,711130.0,A6B
8993,2859.3,2472.75,2859.3,263866097,0,2017-990ez,115,5495,6354,201612,6687,6169,SPIRITUAL GIFTS A PROFESSIONAL BLACK SACRED MUSIC REPERTORY ENSEM,OH,711130.0,A68
9033,0.0,0.0,12313.35,264053682,0,2017-990ez,220,0,27363,201612,26572,26709,ORACLE PERFORMANCE ENSEMBLE,CO,711130.0,A6C
9035,50224.05,33005.25,50224.05,264062796,0,2017-990ez,21817,73345,111609,201606,96490,108730,CENTRAL KENTUCKY COMMUNITY THEATRE INC,KY,711110.0,A65
9062,16850.0,7582.5,76654.8,264227869,0,2017-990ez,3423,16850,170344,201612,31636,170344,THE GERALD ARPINO FOUNDATION,CA,711100.0,A60
9064,19813.5,15021.0,19813.5,264239123,0,2017-990ez,5182,33380,44030,201707,55138,44030,PORTLAND CHOIR & ORCHESTRA,OR,711130.0,A69
9108,0.0,0.0,22350.600000000002,264516007,0,2017-990ez,35955,0,49668,201612,18255,19554,TFT EVENTS INC,KS,711100.0,A60
9114,0.0,0.0,0.0,264533182,0,2017-990ez,0,0,0,201512,0,0,INUKSHUK PRODUCTION COMPANY,OR,711110.0,A65
9121,0.0,0.0,525.6,264552693,0,2017-990ez,0,0,1168,201705,300,728,JUST BEME INC,NY,711100.0,A60
9124,0.0,0.0,4181.400000000001,264558327,0,2017-990ez,6114,0,9292,201612,8498,9255,JUPITER PERFORMING ARTS FUND INC,FL,711100.0,A60
9179,0.0,0.0,0.0,264793689,0,2017-990ez,0,0,0,201512,0,0,ARIZONA WORLD MUSIC INITIATIVE,AZ,711130.0,A6C
9180,31744.350000000002,15862.050000000001,31744.350000000002,264794988,0,2017-990ez,17405,35249,70543,201706,50679,63923,MOUNTAIN VIEW MUSIC AND ARTS,CO,711130.0,A68
9197,22415.0,10086.75,27208.8,270035105,0,2017-990ez,29211,22415,60464,201709,56796,53982,QUEST THEATRE ENSEMBLE NFP,IL,711110.0,A65
9222,0.0,0.0,247.5,270142498,0,2017-990ez,550,0,550,201612,846,550,LEOPOLD GROUP,IL,711120.0,A62
9256,35724.0,16075.800000000001,45966.6,270303881,0,2017-990ez,66424,35724,102148,201612,108203,102148,MEMPHIS BLUES SOCIETY,TN,711130.0,A68
9263,0.0,0.0,5269.05,270331642,0,2017-990ez,11709,0,11709,201605,6837,11709,LEONIA CHAMBER MUSICIANS SOCIETY INC,NJ,711130.0,A6C
9341,0.0,0.0,15157.35,270719154,0,2017-990ez,33683,0,33683,201612,36790,33683,BAND OF BROTHERS INC,AR,711130.0,A6C
9362,0.0,0.0,3181.05,270821484,0,2017-990ez,5046,0,7069,201607,8595,7069,OMAHA SYMPHONIC WINDS,NE,711130.0,A69
9363,22582.350000000002,22582.350000000002,22582.350000000002,270822968,0,2017-990ez,0,50183,50183,201612,41490,50183,HICKORY PARENTS ASSOCIATION OF THEATRE,VA,711110.0,A65
9420,0.0,0.0,4500.0,271007647,0,2017-990ez,10000,0,10000,201112,605,10000,DISCOVER YOUR VOICE FOUNDATION,CA,711130.0,A68
9426,56361.6,27758.25,56361.6,271050452,0,2017-990ez,63563,61685,125248,201610,124822,125248,OVERTIME THEATER,TX,711110.0,A65
9442,16092.0,7241.400000000001,27981.45,271108695,0,2017-990ez,46089,16092,62181,201612,54697,62181,CASTING AUCTION INC,IL,711110.0,A65
9454,1214.0,546.3000000000001,6001.650000000001,271141228,0,2017-990ez,5471,1214,13337,201706,9401,10306,COLORADO DANCE COLLECTIVE ADULT REPERTOIRE COMPANY,CO,711120.0,A62
9545,44345.0,19955.25,67682.25,271609397,0,2017-990ez,95002,44345,150405,201612,82654,143420,CENTER FOR MUSICAL EXCELLENCE INC,NJ,711130.0,A68
9556,10284.0,4627.8,22524.3,271645444,0,2017-990ez,29959,10284,50054,201612,48024,48709,ROCKY MOUNT CENTER FOR THE ARTS INC,VA,711100.0,A61
9616,0.0,0.0,92.25,271996726,0,2017-990ez,205,0,205,201612,205,205,PLAY IN TUNE INC,CA,711110.0,A65
9659,27390.15,16524.0,27390.15,272177651,0,2017-990ez,24147,36720,60867,201606,70819,60867,MAIN STREET OPERA,IL,711130.0,A6A
9711,12445.0,5600.25,26868.15,272421607,0,2017-990ez,46624,12445,59707,201612,60126,59611,UNEXPECTED STAGE COMPANY,MD,711110.0,A65
9715,0.0,0.0,1665.9,272455179,0,2017-990ez,3702,0,3702,201612,795,3702,FORT POINT GARRISON BRASS BAND,CA,711130.0,A6C
9731,812.0,365.40000000000003,3054.15,272513936,0,2017-990ez,5000,812,6787,201612,3147,6787,MONTCO SENIOR CONCERT CHOIR,PA,711130.0,A6B
9761,0.0,0.0,7522.2,272652277,0,2017-990ez,0,0,16716,201412,0,-878,RESURRECTION THEATRE COMPANY,CA,711110.0,A65
9798,0.0,0.0,28687.05,272894857,0,2017-990ez,63749,0,63749,201612,58357,63749,KEEPERS OF THE ART EDUCATION,OH,711130.0,A68
9815,19230.75,10143.0,19230.75,273001637,0,2017-990ez,18128,22540,42735,201612,37207,42735,MARIETTA POPS ORCHESTRA INC,GA,711130.0,A69
9904,1480.0,666.0,2016.0,273370416,0,2017-990ez,3000,1480,4480,201612,5327,4480,US MULTICULTURAL MUSIC AND MEDIA ORGANIZATION,CA,711130.0,A68
9910,0.0,0.0,1575.0,273391671,0,2017-990ez,0,0,3500,201612,30,3175,MAD FOR STUDIO DANCE,MI,711120.0,A62
9959,0.0,0.0,4666.5,273638135,0,2017-990ez,10370,0,10370,201612,10102,10370,DUFFY IRISH DANCE FOUNDATION INC,MD,711120.0,A62
10020,23790.600000000002,13158.45,23790.600000000002,273949228,0,2017-990ez,22391,29241,52868,201612,53097,51807,MAINESTAGE SHAKESPEARE,ME,711110.0,A65
10037,66367.35,43783.65,66367.35,274033269,0,2017-990ez,26367,97297,147483,201612,132873,139217,MAGNETIC THEATRE,NC,711110.0,A65
10069,0.0,0.0,0.0,274268780,0,2017-990ez,0,0,0,201612,3477,0,SAVE OUR SYMPHONY INC,MI,711130.0,A69
10085,2767.0,1245.15,7072.2,274362629,0,2017-990ez,9008,2767,15716,201612,17039,15323,CALIENTE CHOIR INC,NM,711130.0,A6B
10087,22450.5,18490.5,22450.5,274376653,0,2017-990ez,6120,41090,49890,201612,50535,49890,SWINGTIME IN THE ROCKIES,CO,711120.0,A62
10115,8573.4,7177.5,8573.4,274556038,0,2017-990ez,250,15950,19052,201612,14199,19052,NORTH SHORE PIPE BAND,MA,711130.0,A6C
10122,27490.05,14975.550000000001,27490.05,274624567,0,2017-990ez,27810,33279,61089,201608,66121,61089,THE INCONVENIENCE,IL,711110.0,A65
10124,16160.0,7272.0,46984.5,274653511,0,2017-990ez,88250,16160,104410,201608,97365,104410,MACK PERFORMING ARTS COLLECTIVE,TX,711100.0,A60
10129,0.0,0.0,546.3000000000001,274676593,0,2017-990ez,1214,0,1214,201612,964,1214,MUSICAL CARES INC,FL,711130.0,A68
10131,0.0,0.0,105.75,274681174,0,2017-990ez,235,0,235,201612,320,235,FIRST AFRICAN FOUNDATION,KY,711100.0,A60
10230,0.0,0.0,58014.450000000004,300125512,0,2017-990ez,40169,0,128921,201605,113361,100908,BRENHAM CHILDRENS CHORUS INC,TX,711130.0,A6B
10232,0.0,0.0,23658.75,300132425,0,2017-990ez,52568,0,52575,201606,21595,52575,ALDERSON COMMUNITY CENTER FOR THE ARTS AND HUMANITIES INC,WV,711100.0,A61
10256,0.0,0.0,34560.450000000004,300200798,0,2017-990ez,26218,0,76801,201512,13299,-17764,WILD HOG MUSIC INC,AR,711130.0,A68
10295,0.0,0.0,0.0,300358067,0,2017-990ez,0,0,0,201612,0,0,PRIMAVERA MUSIC INC,NH,711130.0,A68
10393,21105.0,9497.25,22436.100000000002,300710351,0,2017-990ez,28753,21105,49858,201706,57864,49858,WHITE BOX THEATRE,PA,711110.0,A65
10394,0.0,0.0,1354.05,300716207,0,2017-990ez,0,0,3009,201612,749,3009,LIBRA-6 PRODUCTIONS INC,NY,711110.0,A65
10455,789.0,355.05,15004.800000000001,310711247,0,2017-990ez,32800,789,33344,201708,10523,33344,CINCINNATI WORLD PIANO COMPETITION INC,OH,711130.0,A68
10483,11063.0,4978.35,24066.9,310978882,0,2017-990ez,42417,11063,53482,201706,35336,53482,INDIANAPOLIS ARTS CHORALE INC,IN,711130.0,A6B
10486,0.0,0.0,4595.85,311011609,0,2017-990ez,6648,0,10213,201705,8493,10213,DEGRAFFENRIED CHORALE INC,KY,711130.0,A6B
10529,16142.0,7263.900000000001,26477.55,311202460,0,2017-990ez,42226,16142,58839,201606,67952,58839,CITYMUSIC INC,OH,711100.0,A60
10540,31095.0,13992.75,55584.0,311277963,0,2017-990ez,92425,31095,123520,201606,65775,123520,SRO THEATRE COMPANY,OH,711110.0,A65
10545,17114.0,7701.3,17869.95,311307917,0,2017-990ez,10746,17114,39711,201606,29794,39711,FALCON PRODUCTIONS INC,OH,711110.0,A65
10589,0.0,0.0,0.0,311519706,0,2017-990ez,0,0,0,201612,6690,0,WEST COAST CLASSICAL BALLET SOCIETY,CA,711120.0,A63
10601,41478.3,23418.0,41478.3,311548517,0,2017-990ez,2000,52040,92174,201606,61411,68933,BRYAN STATION BAND ASSOCIATION,KY,711130.0,A6C
10605,69164.55,39685.5,69164.55,311559990,0,2017-990ez,33622,88190,153699,201612,158449,153699,HUNTINGTON DANCE THEATRE LTD,WV,711120.0,A62
10620,5489.0,2470.05,12305.25,311621256,0,2017-990ez,19535,5489,27345,201607,28251,27345,LEBANON SYMPHONY ORCHESTRA AND CHORUS,OH,711130.0,A69
10636,15159.0,6821.55,18059.4,311665145,0,2017-990ez,267,15159,40132,201605,30563,40132,BELOIT CIVIC THEATRE,WI,711110.0,A65
10665,15700.95,12204.0,15700.95,311744868,0,2017-990ez,1318,27120,34891,201612,26499,31805,ALLIANCE THEATRE,VA,711110.0,A65
10740,0.0,0.0,2430.9,320159343,0,2017-990ez,5402,0,5402,201606,0,5402,A LITTLE OPERA AMONG FRIENDS INC,KY,711130.0,A6A
10801,0.0,0.0,0.0,320370374,0,2017-990ez,0,0,0,201612,0,0,COLONIAL BEACH BLUES SOCIETY,VA,711130.0,A68
10845,0.0,0.0,11200.95,326076864,0,2017-990ez,24891,0,24891,201608,25578,24891,AND STILL WE RISE TRUST,MA,711110.0,A65
10896,0.0,0.0,28149.3,330555885,0,2017-990ez,62554,0,62554,201706,59151,62554,CANYON HILLS MUSIC CLUB,CA,711130.0,A68
10950,0.0,0.0,2402.55,330844544,0,2017-990ez,1400,0,5339,201612,2172,5339,LOS ANGELES GOSPEL MESSENGERS INCORPORATED,CA,711130.0,A6B
10967,0.0,0.0,1755.9,330912872,0,2017-990ez,3902,0,3902,201612,5234,3902,WITH THESE HANDS INC,CA,711130.0,A68
10998,8561.0,3852.4500000000003,52818.3,331101063,0,2017-990ez,3336,8561,117374,201609,116966,115826,ALLIANCE DRUM & BUGLE CORPS INC,GA,711130.0,A6C
11005,0.0,0.0,0.0,331125223,0,2017-990ez,0,0,0,201612,0,0,FUTURE STAR PRODUCTION PERFORMING ARTS AND YOUTH ENHANCEMENT PROGRAM,NY,711100.0,A60
11007,0.0,0.0,6664.5,331140358,0,2017-990ez,14810,0,14810,201706,12491,14810,LINN CHOIR BOOSTER CLUB,MO,711130.0,A6B
11034,0.0,0.0,13018.95,341231676,0,2017-990ez,0,0,28931,201706,859,13312,KENT STATE UNIVERSITY ORCHESTRA SOCIETY INC,OH,711130.0,A69
11050,0.0,0.0,5276.7,341419544,0,2017-990ez,11726,0,11726,201612,6850,11726,WILLIAM APPLING SINGERS AND ORCHESTRA INC,NY,711130.0,A69
11052,41591.25,41591.25,41591.25,341429651,0,2017-990ez,0,92425,92425,201612,92642,92425,YOUTH EXPOSITION DANCE THEATER,OH,711120.0,A62
11068,0.0,0.0,6154.650000000001,341592957,0,2017-990ez,0,0,13677,201607,17976,13677,HOOVER VOCAL MUSIC ASSOCIATION,OH,711130.0,A6B
11099,0.0,0.0,135.0,341898616,0,2017-990ez,300,0,300,201512,300,300,BODWIN THEATRE COMPANY,OH,711110.0,A65
11166,0.0,0.0,32692.05,351107764,0,2017-990ez,71500,0,72649,201612,58815,72649,HARMONIE ASSOCIATES INC OF INDIANA,IN,711130.0,A68
11192,4768.0,2145.6,15469.2,351664816,0,2017-990ez,17287,4768,34376,201706,42941,34376,YOUTH SYMPHONY ORCHESTRA OF EAST CENTRAL INDIANA INC,IN,711130.0,A69
11193,0.0,0.0,13099.5,351671483,0,2017-990ez,28920,0,29110,201612,29070,29110,MUNCIE MUNICIPAL BAND INC,IN,711130.0,A6C
11212,16228.0,7302.6,25891.2,351858035,0,2017-990ez,25389,16228,57536,201608,49571,52196,ANDERSON AREA CHILDRENS CHOIR INC,IN,711130.0,A6B
11218,3820.9500000000003,2275.65,3820.9500000000003,351891906,0,2017-990ez,3434,5057,8491,201612,7710,8491,VEALE CREEK PLAYERS INC,IN,711110.0,A65
11270,0.0,0.0,5379.75,352190111,0,2017-990ez,0,0,11955,201612,0,-62,PHILIPPINE CHORALE ENSEMBLE OF SAN ANTINIO FOUNDATION,TX,711130.0,A6C
11276,18702.9,15298.65,18702.9,352216022,0,2017-990ez,4564,33997,41562,201608,62992,40376,COUNTERPOINT CHORUS INC,VT,711130.0,A6B
11293,16580.25,14330.25,16580.25,352280647,0,2017-990ez,5000,31845,36845,201612,35715,36845,GENESIS THEATRICAL PRODUCTIONS INC,IL,711110.0,A65
11320,21903.3,14407.2,21903.3,352366533,0,2017-990ez,16658,32016,48674,201612,52237,48674,SHASTA TAIKO,CA,711130.0,A6C
11423,3757.0,1690.65,7521.75,362603214,0,2017-990ez,6103,3757,16715,201707,41515,16715,SINGING BOYS OF ROCKFORD,IL,711130.0,A6B
11424,22487.4,20979.9,22487.4,362802153,0,2017-990ez,3350,46622,49972,201706,63345,49972,WILLIAM FERRIS CHORALE,IL,711130.0,A6B
11471,0.0,0.0,20816.55,363494193,0,2017-990ez,20053,0,46259,201709,3908,46259,EASTERN MONTANA COMMUNITY CONCERT ASSOCIATION,MT,711130.0,A68
11478,3346.2000000000003,2491.2000000000003,3346.2000000000003,363544373,0,2017-990ez,0,5536,7436,201610,7018,7436,WILMETTE COMMUNITY BAND 1631 ELMWOOD AVE WILMETTE ILLINOIS,IL,711130.0,A6C
11482,7290.0,3280.5,10333.35,363564854,0,2017-990ez,6485,7290,22963,201608,20639,22963,SKOKIE CONCERT CHOIR,IL,711130.0,A6B
11486,29782.8,23024.25,29782.8,363588185,0,2017-990ez,15000,51165,66184,201706,67018,66184,HIGHLAND PARK PLAYERS,IL,711110.0,A65
11499,10230.0,4603.5,15003.0,363673369,0,2017-990ez,16970,10230,33340,201612,33292,33340,VOICES IN HARMONY INC,IL,711130.0,A6B
11532,9932.0,4469.400000000001,20270.7,363976731,0,2017-990ez,33444,9932,45046,201612,25125,45046,ADDISON CENTER FOR THE ARTS,IL,711100.0,A61
11546,0.0,0.0,18657.45,364140372,0,2017-990ez,0,0,41461,201512,47501,41461,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMPLOYEES & MOVING PICTURE,MO,711110.0,A65
11562,9441.0,4248.45,29235.15,364265945,0,2017-990ez,55526,9441,64967,201606,61343,64967,LAMPO INC,IL,711130.0,A68
11701,19209.0,8644.050000000001,26406.9,366110006,0,2017-990ez,29690,19209,58682,201606,71462,58682,WINNESHIEK PLAYERS INC,IL,711110.0,A65
11758,52744.5,29402.55,52744.5,371312867,0,2017-990ez,43118,65339,117210,201612,94877,117210,VERMILLION PLAYERS INC,IL,711110.0,A65
11762,0.0,0.0,4440.150000000001,371320544,0,2017-990ez,3432,0,9867,201508,9398,9867,METRO EAST COMMUNITY CHORALE,IL,711130.0,A6B
11771,0.0,0.0,7758.0,371364274,0,2017-990ez,11555,0,17240,201612,20483,17240,COLLINSVILLE CHORALE INC,IL,711130.0,A6B
11859,0.0,0.0,41686.65,371759574,0,2017-990ez,19607,0,92637,201612,10350,21922,HISTORIC GRANADA OF PLAINVIEW INC,TX,711110.0,A65
11916,65900.0,29655.0,83938.05,382006284,0,2017-990ez,62720,65900,186529,201612,114429,186529,HILLSDALE COMMUNITY THEATRE INC,MI,711110.0,A65
11928,13138.0,5912.1,28366.65,382192978,0,2017-990ez,42692,13138,63037,201706,54058,55265,KALAMAZOO SINGERS,MI,711130.0,A6B
11941,48398.85,45447.75,48398.85,382390173,0,2017-990ez,6558,100995,107553,201706,97800,107553,MANISTEE CIVIC PLAYERS,MI,711110.0,A65
11965,28941.0,13023.45,53241.3,382604504,0,2017-990ez,38931,28941,118314,201706,111293,104514,BECKRIDGE CHORALE,MI,711130.0,A6B
11976,11995.65,10619.550000000001,11995.65,382713948,0,2017-990ez,1705,23599,26657,201706,40156,26657,THEATRE NORTH,MI,711110.0,A65
12024,0.0,0.0,16954.65,383145566,0,2017-990ez,37677,0,37677,201612,17746,37677,COURVILLE CONCERT CHOIR INC,MI,711130.0,A6B
12072,0.0,0.0,0.0,383477432,0,2017-990ez,0,0,0,201612,0,0,SUTTONS BAY JAZZFEST FOUNDATION INC,MI,711130.0,A6C
12090,0.0,0.0,2700.0,383565280,0,2017-990ez,6000,0,6000,201612,5955,6000,FANTASIA BALLET FOLKLORICO,MI,711120.0,A63
12150,0.0,0.0,1044.45,383861875,0,2017-990ez,2318,0,2321,201612,3290,2321,KLING CHAMBER ORCHESTRA INC,KY,711130.0,A69
12229,3952.0,1778.4,8838.45,391099644,0,2017-990ez,0,3952,19641,201705,17041,19641,NATIONAL SQUARE DANCE CAMPERS ASSOCIATION INC,WI,711120.0,A62
12239,0.0,0.0,78272.1,391267113,0,2017-990ez,173556,0,173938,201608,29658,173938,WAUPACA FINE ARTS FESTIVAL INCORPORATED,WI,711130.0,A6B
12296,27727.65,18096.3,27727.65,391864005,0,2017-990ez,21397,40214,61617,201606,51301,61617,MERCURY PLAYERS INC,WI,711110.0,A65
12302,4737.0,2131.65,9241.65,391904070,0,2017-990ez,15800,4737,20537,201706,20617,20537,MADISON AREA CONCERT HANDBELLS,WI,711130.0,A68
12308,34184.700000000004,15613.65,34184.700000000004,391935351,0,2017-990ez,41269,34697,75966,201606,103992,75966,AFRICAN AMERICAN CHILDRENS THEATRE LTD,WI,711110.0,A65
12324,17386.65,15020.1,17386.65,392018206,0,2017-990ez,5259,33378,38637,201512,34743,38637,PUPPET FARM ARTS,MN,711110.0,A65
12354,24347.0,10956.15,46827.450000000004,396078201,0,2017-990ez,72080,24347,104061,201706,122649,94812,KENOSHA SYMPHONY ASSOCIATION INC,WI,711130.0,A69
12393,0.0,0.0,23811.3,411468140,0,2017-990ez,0,0,52914,201706,55533,52914,ANOKA COMMUNITY CONCERT ASSOCIATION,MN,711130.0,A68
12397,9302.0,4185.900000000001,37364.85,411486630,0,2017-990ez,5968,9302,83033,201610,74446,74959,MINNESOTA LAMB & WOOL PRODUCERS INC,MN,711100.0,A61
12428,0.0,0.0,11618.550000000001,411770587,0,2017-990ez,0,0,25819,201612,34861,25819,MINNESOTA CHINESE DANCE THEATER,MN,711110.0,A65
12435,0.0,0.0,14119.2,411821299,0,2017-990ez,9826,0,31376,201612,15834,25731,ST JAMES OPERA HOUSE RESTORATION PROJECT INC,MN,711100.0,A61
12466,4016.0,1807.2,22661.100000000002,412014226,0,2017-990ez,46341,4016,50358,201612,49489,50358,GREEN T PRODUCTIONS,MN,711100.0,A60
12470,0.0,0.0,121.5,412049797,0,2017-990ez,270,0,270,201512,270,270,BOILER ROOM THEATER,TN,711110.0,A65
12497,0.0,0.0,0.0,412202341,0,2017-990ez,0,0,0,201612,0,0,MAXWELL THEATRICAL SELF IMAGE INC,MO,711110.0,A65
12509,0.0,0.0,1955.25,412267109,0,2017-990ez,4345,0,4345,201512,4837,4345,ART IN MOTION INC,NY,711120.0,A62
12541,42755.0,19239.75,62761.950000000004,420998308,0,2017-990ez,79104,42755,139471,201612,127834,134579,BIX BEIDERBECKE MEMORIAL SOCIETY,IA,711130.0,A68
12620,696.0,313.2,13108.5,421625952,0,2017-990ez,28214,696,29130,201706,28370,29076,BACH WITH VERSE,NH,711130.0,A68
12623,0.0,0.0,0.0,421662357,0,2017-990ez,0,0,0,201612,0,0,HAN WAL PRODUCTIONS NFP,IL,711130.0,A6C
12690,0.0,0.0,61458.3,431162089,0,2017-990ez,127632,0,136574,201706,32087,136574,MARSHALL PHILHARMONIC ORCHESTA INC,MO,711130.0,A69
